loss,mean/inference_mean,quantiles/inference_quantiles,val_loss,val_mean/inference_mean,val_quantiles/inference_quantiles
0.4325965344905853,0.6740005612373352,0.19119249284267426,0.35860806703567505,0.5451076626777649,0.1721084713935852
0.36490312218666077,0.5610949993133545,0.16871124505996704,0.31448855996131897,0.47539496421813965,0.1535821557044983
0.37620556354522705,0.5813992619514465,0.17101189494132996,0.3855738043785095,0.6056618094444275,0.16548578441143036
0.3793739080429077,0.5889028310775757,0.16984499990940094,0.40381312370300293,0.6279300451278687,0.1796962022781372
0.34946244955062866,0.5385891795158386,0.1603356897830963,0.3239864110946655,0.4935080409049988,0.1544647514820099
0.3579515814781189,0.54991614818573,0.16598699986934662,0.3094056248664856,0.4651401937007904,0.1536710262298584
0.3375629484653473,0.5144885778427124,0.16063731908798218,0.3153877556324005,0.4803309440612793,0.15044456720352173
0.3278292417526245,0.4953537583351135,0.1603047251701355,0.39165931940078735,0.607535719871521,0.1757829189300537
0.3403478264808655,0.515070915222168,0.16562476754188538,0.32092487812042236,0.48611095547676086,0.15573878586292267
0.316782146692276,0.47803232073783875,0.15553195774555206,0.3802821934223175,0.586826503276825,0.17373789846897125
0.38322925567626953,0.5949105024337769,0.1715480238199234,0.3138895034790039,0.4735949635505676,0.1541840136051178
0.3070075511932373,0.4592912197113037,0.1547239124774933,0.3313016891479492,0.5036066770553589,0.15899670124053955
0.291057288646698,0.43718594312667847,0.14492866396903992,0.3247194290161133,0.48944091796875,0.15999794006347656
0.385113388299942,0.5944334864616394,0.17579329013824463,0.32425981760025024,0.4890546202659607,0.15946504473686218
0.34905749559402466,0.5316121578216553,0.16650281846523285,0.39395904541015625,0.6099492907524109,0.17796878516674042
0.3764874339103699,0.5809862017631531,0.17198869585990906,0.36897170543670654,0.568045437335968,0.16989800333976746
0.314569354057312,0.47281578183174133,0.15632295608520508,0.3257206678390503,0.49043118953704834,0.16101016104221344
0.34309452772140503,0.5229065418243408,0.16328254342079163,0.31351473927497864,0.4696310758590698,0.15739841759204865
0.3806834816932678,0.5882673263549805,0.17309966683387756,0.2629847526550293,0.38512855768203735,0.14084094762802124
0.3342282772064209,0.5042978525161743,0.16415870189666748,0.36979687213897705,0.5673680305480957,0.1722256988286972
0.34908631443977356,0.5297378301620483,0.16843479871749878,0.3411776125431061,0.5188539624214172,0.16350126266479492
0.28879135847091675,0.43154042959213257,0.14604231715202332,0.39341896772384644,0.6085938811302185,0.17824405431747437
0.3264429271221161,0.49587011337280273,0.15701574087142944,0.3080461025238037,0.4648410975933075,0.15125107765197754
0.33232179284095764,0.5062984824180603,0.1583450883626938,0.3536894917488098,0.5419801473617554,0.16539886593818665
0.30806833505630493,0.4625244140625,0.15361225605010986,0.3616597652435303,0.5537270307540894,0.16959252953529358
0.28553348779678345,0.4226886034011841,0.14837834239006042,0.380712628364563,0.5865065455436707,0.1749187409877777
0.26539167761802673,0.3885018527507782,0.14228150248527527,0.3256375789642334,0.4905059039592743,0.1607692688703537
0.3038150668144226,0.4557848274707794,0.151845321059227,0.3619527220726013,0.5555855631828308,0.1683199107646942
0.37647545337677,0.5792875289916992,0.17366336286067963,0.3622489869594574,0.5567571520805359,0.1677408367395401
0.3329751193523407,0.5067861080169678,0.15916413068771362,0.3309747576713562,0.5046492218971252,0.15730026364326477
0.30366218090057373,0.4524609446525574,0.15486343204975128,0.29783573746681213,0.4456133246421814,0.15005816519260406
0.2868887782096863,0.42608052492141724,0.14769703149795532,0.3710121512413025,0.5717570781707764,0.17026720941066742
0.2791327238082886,0.4119633734226227,0.14630208909511566,0.377748966217041,0.5815514922142029,0.17394647002220154
0.3326370418071747,0.5076299905776978,0.1576440930366516,0.37092986702919006,0.5721060633659363,0.16975367069244385
0.2751558721065521,0.4057719111442566,0.14453983306884766,0.378822922706604,0.5844451189041138,0.17320072650909424
0.29499301314353943,0.43783003091812134,0.15215598046779633,0.3273329734802246,0.4963741898536682,0.158291757106781
0.3508305847644806,0.5349091291427612,0.16675202548503876,0.30129823088645935,0.4525126516819,0.15008382499217987
0.28993314504623413,0.4302659332752228,0.1496003270149231,0.4192923307418823,0.6546475291252136,0.18393710255622864
0.32342833280563354,0.4884629249572754,0.1583937555551529,0.3535592257976532,0.5412569046020508,0.16586154699325562
0.30612289905548096,0.4576592445373535,0.1545865684747696,0.378429651260376,0.5843279361724854,0.172531396150589
