interval_level,lower_quantile,upper_quantile,empirical_coverage,coverage_error,mean_width,median_width,prior_width,mean_width_over_prior,mean_quantile_contraction
0.5,0.25,0.75,0.468,-0.03199999999999997,8.919810850143433,8.887828826904297,13.997390747070312,0.6372481136893582,0.3627518863106418
0.8,0.09999999999999998,0.9,0.761,-0.039000000000000035,16.685592166900634,16.73772621154785,26.418717575073238,0.6315822151278052,0.3684177848721948
0.9,0.04999999999999999,0.95,0.856,-0.04400000000000004,21.110088539123534,21.168291091918945,31.37929725646972,0.6727393659133364,0.3272606340866636
