age_bin,n_cases,truth_mean,estimate_mean,bias,mae,mse,empirical_coverage,mean_interval_width
"(30.0, 40.0]",18,38.08426496717665,47.62486055162218,9.54059558444553,9.54059558444553,106.02424077115009,0.1111111111111111,13.307053671942818
"(40.0, 50.0]",416,46.31447736116556,52.50842479559091,6.193947434425354,6.524244079223046,61.6790064005171,0.6466346153846154,15.535943150520325
"(50.0, 60.0]",734,55.26645049737,56.883070173965166,1.616619676595163,4.286057802247091,29.523567278934816,0.8664850136239782,16.72562483286013
"(60.0, 70.0]",549,64.30691594330557,61.667689304317065,-2.639226638988502,5.335033493180961,41.07823435096014,0.8214936247723132,17.3214439503265
"(70.0, 80.0]",240,74.01381419499715,66.79972689946493,-7.214087295532226,7.621503639221191,87.05318901990128,0.6583333333333333,17.32960820198059
"(80.0, 90.0]",43,82.24104415538699,69.23013997632404,-13.010904179062955,13.010904179062955,192.6082566194304,0.13953488372093023,16.825992850370184
