approach_name,simulator_variant,batch_count,batch_size,num_training_sims,epochs,training_seed,network_seed,epoch,loss,mean/inference_mean,quantiles/inference_quantiles
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,65,0.14360350370407104,0.1624995768070221,0.12470744550228119
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,66,0.14244630932807922,0.16141623258590698,0.12347637116909027
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,67,0.14190581440925598,0.16012626886367798,0.12368534505367279
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,68,0.14068149030208588,0.1590818464756012,0.12228112667798996
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,69,0.1397867500782013,0.158013254404068,0.1215602308511734
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,70,0.13881459832191467,0.15702691674232483,0.12060229480266571
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,71,0.1382354199886322,0.1561550498008728,0.12031577527523041
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,72,0.1371658742427826,0.15512439608573914,0.11920733749866486
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,73,0.13623932003974915,0.1542067974805832,0.1182718575000763
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,74,0.1355123221874237,0.15313905477523804,0.11788559705018997
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,75,0.1346476972103119,0.15214331448078156,0.11715206503868103
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,76,0.13384070992469788,0.15135478973388672,0.11632662266492844
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,77,0.13292457163333893,0.15030650794506073,0.11554263532161713
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,78,0.13248196244239807,0.14930446445941925,0.1156594455242157
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,79,0.13127996027469635,0.14839915931224823,0.11416076123714447
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,80,0.130506694316864,0.14747321605682373,0.1135401725769043
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,81,0.12992818653583527,0.14657366275787354,0.1132827177643776
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,82,0.1290276050567627,0.14564545452594757,0.11240975558757782
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,83,0.12874215841293335,0.14471594989299774,0.11276836693286896
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,84,0.1277349889278412,0.14385372400283813,0.11161624640226364
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,85,0.12797239422798157,0.14291009306907654,0.1130346804857254
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,86,0.1263718456029892,0.1419627070426941,0.1107809767127037
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,87,0.12545672059059143,0.14109700918197632,0.10981644690036774
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,88,0.12533965706825256,0.14018423855304718,0.11049509048461914
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,89,0.12413135915994644,0.13927623629570007,0.10898648202419281
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,90,0.12341756373643875,0.13843481242656708,0.10840031504631042
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,91,0.12338858842849731,0.13756151497364044,0.10921566188335419
