coverage_error_mean,coverage_error_std,posterior_mean_predictive_rmse_mean,posterior_mean_predictive_rmse_std,posterior_quality_objective_mean,posterior_quality_objective_std,pred0,prey0,prior_std_normalized_rmse_mean,prior_std_normalized_rmse_std,range_normalized_rmse_mean,range_normalized_rmse_std,raw_rmse_mean,raw_rmse_std,replicates,structured_label,structured_policy,t_end,t_span,t_start
0.38250000000000006,0.04666666666666666,0.9577727929696938,0.06589713863637475,-0.4911674364008578,0.03400859557939198,15.0,40.0,1.0384169648856025,0.054567273593542576,0.2997651571038884,0.01575221504908786,0.23128194087968101,0.01997337050573743,2,short early,short_early,2.0,2.0,0.0
0.33291666666666664,0.07458333333333331,0.9794474993163298,0.06295350507144515,-0.45774880642435656,0.04774133263222746,15.0,40.0,0.9580835225529902,0.07898203225488104,0.27657488982605694,0.02280014879174963,0.20570864459311414,0.02112572111569308,2,short late,short_late,40.0,2.0,38.0
0.39,0.021666666666666667,0.9182193471223863,0.029318495094763142,-0.45815735882101966,0.005367921142863441,15.0,40.0,0.9312732268614715,0.010325084068855128,0.26883542410878103,0.0029805950332795206,0.19736293729130233,0.0013565241369282721,2,long early,long_early,24.0,24.0,0.0
0.36791666666666667,0.03708333333333333,0.942611841138614,0.039857175517738874,-0.45290791599677094,0.02400884735408207,15.0,40.0,0.9237635433704392,0.037247047564615776,0.26666756521624285,0.010752296468974853,0.19717651736460784,0.00931935244870126,2,long late,long_late,40.0,24.0,16.0
0.3383333333333334,0.05749999999999997,0.9686698362265287,0.055065338582574175,-0.43533210842563874,0.02015099155611247,15.0,40.0,0.8794723238840898,0.0009334288463510032,0.2538817914696525,0.00026945769785505225,0.19090858666852298,0.007609714772642773,2,medium middle,medium_mid,26.5,13.0,13.5
