coverage_error_mean,coverage_error_std,posterior_mean_predictive_rmse_mean,posterior_mean_predictive_rmse_std,posterior_quality_objective_mean,posterior_quality_objective_std,pred0,prey0,prior_std_normalized_rmse_mean,prior_std_normalized_rmse_std,range_normalized_rmse_mean,range_normalized_rmse_std,raw_rmse_mean,raw_rmse_std,replicates,structured_label,structured_policy,t_end,t_span,t_start
0.39583333333333337,0.03916666666666668,0.9847843053642371,0.04941849674894372,-0.4881046410155254,0.011274769212736097,15.0,40.0,1.0069030626893185,0.011981451515315489,0.29066787714576836,0.0034587471288249627,0.22400624246864487,0.0038750916956905718,2,short early,short_early,2.0,2.0,0.0
0.36750000000000005,0.020833333333333343,0.9703004942337885,0.06576179232732526,-0.46023020351046373,0.016965738013632575,15.0,40.0,0.9398979045005705,0.017948291441308606,0.2713251540870848,0.00518122544756669,0.20560786430650463,0.00951210886937541,2,short late,short_late,40.0,2.0,38.0
0.38750000000000007,0.009166666666666684,1.0076382341061905,0.05154676547368975,-0.4597887903751696,0.0016267199174134495,15.0,40.0,0.9081141239702082,0.02015976646132206,0.2621499669645505,0.005819623296622167,0.19997718555394173,0.001053100355734124,2,long early,long_early,24.0,24.0,0.0
0.3983333333333333,0.022500000000000048,0.9636407984350286,0.060231386462948844,-0.4614101237197591,0.020316469672070542,15.0,40.0,0.9195898043505852,0.030027979506937974,0.26546271054292286,0.008668331025775633,0.19932113142820898,0.012829758196479218,2,long late,long_late,40.0,24.0,16.0
0.3604166666666667,0.004583333333333328,0.9228066168798763,0.028266326570556666,-0.4402647748907576,0.007627306706025794,15.0,40.0,0.893322339307353,0.012660739626108586,0.25787994653610324,0.0036548407156367924,0.19057503004984178,0.005250529093908982,2,medium middle,medium_mid,26.5,13.0,13.5
