pred0,prey0,psi0_unit,psi1_unit,psi2_unit,psi3_unit,replicate,reward_delta_negative_rmse,round,t_span,t_start
9.454183580910865,32.102002365723024,0.30255005914307553,0.17816734323643457,0.6372338643419359,0.8491901573789968,0,-0.00037279183339672395,1,11.64680637210323,7.093449811490892
16.885069640645526,59.63336715225371,0.9908341788063428,0.47540278562582095,0.2006491757196629,0.5833845021121392,0,-0.0010827704628545154,2,6.407790108635955,7.9294846000771075
9.454183580910865,32.102002365723024,0.30255005914307553,0.17816734323643457,0.6372338643419359,0.8491901573789968,0,0.001497018797684796,3,11.64680637210323,7.093449811490892
8.07486011916488,29.279410588452418,0.23198526471131042,0.12299440476659518,0.8514843132004314,0.4334667237889327,0,0.014636168094962737,4,14.217811758405176,2.506386193414998
8.07486011916488,29.279410588452418,0.23198526471131042,0.12299440476659518,0.8514843132004314,0.4334667237889327,0,0.0016491851701318505,5,14.217811758405176,2.506386193414998
11.994930534757382,21.78098729863356,0.04452468246583896,0.2797972213902953,0.9251458302605,0.4429431651373552,0,-1.9337509376660122e-05,6,15.101749963126,2.169646374967136
8.07486011916488,29.279410588452418,0.23198526471131042,0.12299440476659518,0.8514843132004314,0.4334667237889327,0,-0.0024588748498189927,7,14.217811758405176,2.506386193414998
29.934606218004827,36.06573265023742,0.4016433162559355,0.997384248720193,0.9622303555651258,0.3655305154620643,0,0.0019419405695346448,8,15.54676426678151,1.6277935530374383
6.7590169135332845,48.224395812459505,0.7056098953114875,0.07036067654133138,0.9937273426135067,0.989220897254198,0,0.005011770769907831,9,15.92472811136208,4.031344114233213
5.805832895743711,53.04437588639384,0.826109397159846,0.03223331582974842,0.9934295842396994,0.8950423408827141,0,-0.002471560037478976,10,15.921155010876394,3.650738967162921
8.07486011916488,29.279410588452418,0.23198526471131042,0.12299440476659518,0.8514843132004314,0.4334667237889327,0,0.0057848601480627315,11,14.217811758405176,2.506386193414998
8.31558945759707,28.946600448373086,0.22366501120932714,0.13262357830388283,0.33173422640009653,0.3546134715723317,0,-0.00930430106300198,12,7.980810716801159,4.262166437200106
12.970125251684385,47.96535303275625,0.6991338258189062,0.3188050100673754,0.9805398385245764,0.8229529558086182,0,0.0054025648564957895,13,15.766478062294917,3.483989392115027
8.07486011916488,29.279410588452418,0.23198526471131042,0.12299440476659518,0.8514843132004314,0.4334667237889327,0,0.0022567355106507536,14,14.217811758405176,2.506386193414998
5.206496819430149,46.55154743186582,0.6637886857966455,0.008259872777205968,0.9601975950912366,0.7349149099113129,0,0.0029174272253615074,15,15.522371141094839,3.2906762094585815
8.07486011916488,29.279410588452418,0.23198526471131042,0.12299440476659518,0.8514843132004314,0.4334667237889327,0,-0.0066462166655107124,16,14.217811758405176,2.506386193414998
9.216263220391966,57.39203558295004,0.934800889573751,0.16865052881567866,0.9969668739719861,0.9336274685964632,0,-0.0044421045143785975,17,15.963602487663834,3.7684915916914754
8.07486011916488,29.279410588452418,0.23198526471131042,0.12299440476659518,0.8514843132004314,0.4334667237889327,0,0.013580908204604364,18,14.217811758405176,2.506386193414998
11.558538687781756,24.217809596812202,0.10544523992030508,0.26234154751127026,0.8678088157769165,0.4145902424236735,0,-0.008379919967468313,19,14.413705789322998,2.3160230710545417
12.970125251684385,47.96535303275625,0.6991338258189062,0.3188050100673754,0.9805398385245764,0.8229529558086182,0,0.0005275297735227447,20,15.766478062294917,3.483989392115027
18.810126840284873,21.69605052487297,0.04240126312182424,0.5524050736113949,0.8331369779392677,0.8269418953195106,1,0.007037358919353531,1,13.997643735271211,4.963599865937763
15.077403973853585,46.20334640634839,0.6550836601587098,0.4030961589541434,0.09479170571442885,0.7664926274882315,1,0.0024179491293311595,2,5.137500468573146,11.39199631688598
19.87509094486045,35.545807099985254,0.38864517749963134,0.595003637794418,0.504289432774074,0.4600881741980193,1,0.01149909296339699,3,10.051473193288889,4.5771995344597665
19.87509094486045,35.545807099985254,0.38864517749963134,0.595003637794418,0.504289432774074,0.4600881741980193,1,-0.008932976597400416,4,10.051473193288889,4.5771995344597665
5.097802934814592,23.577859549827494,0.08944648874568739,0.0039121173925836805,0.4716044492264986,0.8806344179088705,1,-0.0001794647717843767,5,9.659253390717982,9.106417371008197
19.87509094486045,35.545807099985254,0.38864517749963134,0.595003637794418,0.504289432774074,0.4600881741980193,1,0.0035815575978904723,6,10.051473193288889,4.5771995344597665
29.822171484112026,55.81662498872189,0.8954156247180473,0.9928868593644811,0.9323033029013871,0.5300981276644658,1,0.0034486268237631235,7,15.187639634816644,2.5510232192303817
29.84672282220585,52.81349373256235,0.8203373433140588,0.9938689128882341,0.9012655337968679,0.9663863515359532,1,0.011718971503076048,8,14.815186405562415,5.010533092922549
29.972097003769374,24.049086483747026,0.10122716209367566,0.998883880150775,0.6474324172729848,0.8140472422899943,1,-0.0020057844198063945,9,11.769189007275818,6.70026899043729
25.65458841601096,59.96349995204073,0.9990874988010182,0.8261835366404383,0.9168205390401754,0.2416424932831014,1,0.00072977308961239,10,15.001846468482103,1.2077662811677228
9.02889614130099,59.69827490401913,0.9924568726004782,0.16115584565203955,0.9917043119202719,0.16020013198065286,1,0.0066932496685906395,11,15.900451743043263,0.6567481718255247
9.02889614130099,59.69827490401913,0.9924568726004782,0.16115584565203955,0.9917043119202719,0.16020013198065286,1,-0.011262915238481025,12,15.900451743043263,0.6567481718255247
29.84672282220585,52.81349373256235,0.8203373433140588,0.9938689128882341,0.9012655337968679,0.9663863515359532,1,0.009239976720492094,13,14.815186405562415,5.010533092922549
16.197129917277763,20.75891367112422,0.01897284177810543,0.4478851966911105,0.9955799242155139,0.4660093277879501,1,-0.001733880987136116,14,15.946959090586166,1.888754869693003
29.33211032712493,59.708588693438784,0.9927147173359696,0.9732844130849971,0.0035915717939093428,0.4687539374288916,1,0.0058086640624510355,15,4.043098861526913,7.479860237822823
29.84672282220585,52.81349373256235,0.8203373433140588,0.9938689128882341,0.9012655337968679,0.9663863515359532,1,-0.0051337290109355616,16,14.815186405562415,5.010533092922549
29.84672282220585,52.81349373256235,0.8203373433140588,0.9938689128882341,0.9012655337968679,0.9663863515359532,1,0.0004723588840244153,17,14.815186405562415,5.010533092922549
29.972097003769374,24.049086483747026,0.10122716209367566,0.998883880150775,0.6474324172729848,0.8140472422899943,1,0.004950834431156709,18,11.769189007275818,6.70026899043729
29.981894336488818,22.102694390151136,0.05256735975377835,0.9992757734595528,0.8372040120466886,0.6303646263588754,1,-0.005720189179529905,19,14.046448144560262,3.7529084908624593
