timestamp,approach_name,feature_set,feature_set_description,simulator_variant,model_version,model_family,feature_count,continuous_count,binary_count,batch_count,num_training_sims,num_validation_sims,epochs,batch_size,mlp_widths,mlp_norm,mlp_dropout,mlp_residual,training_seed,validation_seed,network_seed,synthetic_eval_seed,loss_key,first_train_loss,final_train_loss,min_train_loss,synthetic_r,synthetic_mae,synthetic_rmse,synthetic_mean_error,synthetic_q10_q90_coverage,synthetic_mean_q10_q90_width,real_r,real_mae,real_rmse,real_mean_error,real_q10_q90_coverage,real_mean_q10_q90_width
2026-06-23T13:25:31,number_of_features_batch_count_grid,set_a_easy_non_lab,"Easy non-lab indicators: BMI, systolic blood pressure, smoking, and drinking.",copula_empirical_residuals_sbp_bmi_0_5_sbp_agebin_mean_0_5,2,sequential_conditionals_with_gaussian_copula,4,2,2,2,256,1000,300,128,"(512, 512, 256)",layer,0.05,True,1334,1434,1534,1634,loss,1.7115753889083862,0.33445996046066284,0.3042750358581543,0.30732354363142034,7.951414306640625,9.938302367220885,-1.1959268646240235,0.598,16.551821411132813,0.30338757445284636,8.029786177806445,10.08022044349907,-0.513508125326454,0.5876487616596977,16.56278271704251
2026-06-23T13:26:03,number_of_features_batch_count_grid,set_a_easy_non_lab,"Easy non-lab indicators: BMI, systolic blood pressure, smoking, and drinking.",copula_empirical_residuals_sbp_bmi_0_5_sbp_agebin_mean_0_5,2,sequential_conditionals_with_gaussian_copula,4,2,2,8,1024,1000,200,128,"(512, 512, 256)",layer,0.05,True,1335,1435,1535,1635,loss,0.90314781665802,0.4639465808868408,0.3652549684047699,0.4414059529599108,6.975272727966309,8.695031746743453,-0.2514693832397461,0.728,20.454832092285155,0.42234727050750454,7.160153436763923,8.924727933285483,-0.05770806672170995,0.7259568993245417,20.612202441588824
