index,theta_alpha,theta_beta,theta_gamma,theta_delta,psi_0,psi_1,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19
0,1.2849414570379003,0.06417375136631973,1.4282926543378571,0.06963015243378705,0.5714421493328692,0.821483573762235,3.6280966477374164,3.585349266128548,2.849628294256746,3.7135515821029332,2.399501662429309,3.4735882461682315,2.2995164013203526,2.934251582500156,2.479500891417675,2.423003562913207,2.8827751080837754,2.2672325490349983,3.303404544866839,2.1937363052937298,3.681919720299792,2.766219475784647,3.5608218990295915,3.469639172715551,2.9170048973552647,3.7482307278126026
1,1.1404810013082414,0.027870096294879784,1.073485793788001,0.0684163219795336,0.37454002123206565,0.9149932681360374,1.3166436087645732,4.177764338009376,1.3327595499550127,3.69075044530641,1.355496407913428,3.2780721693782446,1.5457978483798038,2.90215695627405,1.8394742343510202,2.605862565153539,2.2295274941612817,2.275271791123384,2.6486592266792117,2.13028468966724,3.036916028758297,2.1009185004580107,3.3685702443330174,2.3128938223469495,3.8409735460101664,2.874007088247608
2,1.241241127086597,0.026586632797631963,0.909264576956766,0.07263466245697753,0.4005343174433207,0.3285475507858492,0.7067843931581153,3.9012469445632485,0.658077885443277,3.505878893949955,0.7553362945759174,3.0859985576194013,1.0767705828726843,2.7279256755496357,1.3912881540394273,2.4425020914046454,1.827582232215677,2.2067897606811724,2.158580835527743,2.0143748184258174,2.699433116545956,1.9990331656432394,3.2896108954729613,2.1157390227200046,3.6351497514579085,2.7729823740658177
3,1.4965800957326871,0.06718124240111782,1.3375797074910052,0.06038849517493888,0.9083429764967187,0.028270676277093454,3.4833660152701973,3.685573769091649,2.5309393645766067,3.611255245071849,2.423215448745541,3.013430431451293,2.670792268447599,2.5425673832785036,3.3651482013314977,2.436227233290527,3.7885590420248443,3.122484469910814,3.1576252878151077,3.7360359199814925,2.369044773219101,3.3802987587413997,2.406202308709375,2.761141939567372,2.907665286710259,2.352205122622827
4,1.2509326114630424,0.06902466448203226,0.8235941627914896,0.027897284382657792,0.01597925923587884,0.38057387479698257,3.806273531269609,2.879667606655834,3.6636790060254283,2.9898033072721653,3.7765463179526813,3.0151218699188505,3.6960086175443236,3.136675250910743,3.58543665159526,3.1378774405895995,3.563062912493632,3.257754015733976,3.558478079128816,3.22408360020195,3.2534499404228656,3.3191413389907383,3.2300200225812357,3.0966768510782674,3.1180198226776397,3.143453448606331
5,0.5171353347625108,0.06178707556506702,1.3404495455322452,0.048129335634986545,0.19392956601348488,0.4698295539692675,3.8162317441626845,2.5523904891846776,3.648464194688225,2.751625793882619,3.4894227612325155,2.8519023907075964,3.3500485134105507,2.9586556633673458,3.0994193343899354,2.826561134218223,2.9782216719434706,2.677053323097266,2.8662612140183557,2.5255243410708683,2.912202859366884,2.490307261415546,2.8000626044973562,2.230652502560848,2.79955278855002,2.071595359491407
6,0.9075966794165218,0.07678945543128647,1.1853908389253003,0.04138351253871908,0.5978977295513139,0.6739759176273132,3.0702641780882325,2.5441795159502503,3.0147244291248585,2.4667847631969018,2.9620066522222532,2.1721474873496285,3.36559371455899,2.0426095153427903,3.506482095891888,1.9953705873013936,3.703777619115319,2.2186893356969435,3.7755251147980573,2.562700676336116,3.7068857691477755,2.8197046667851406,3.438597105717561,2.906309747307512,3.0899890469979248,2.7966980464331375
7,1.162458864635931,0.04267712088357284,1.021399586774485,0.03860629653298235,0.16142014074841082,0.9829506664565857,2.8596997864306446,3.828202087431345,2.6535061093759733,3.685224652463215,2.4877240271371965,3.510827092069692,2.630594018734753,3.3435430192302733,2.5193695664266422,3.039910385053173,2.6057020514664013,2.9432343803110697,2.8588040252429088,2.726696214737493,2.9100061911421,2.64245251568761,3.1456404397173374,2.641972666514048,3.364803027245305,2.6576442785446974
8,0.6362088141310164,0.06491171269259702,1.3612446154585305,0.05912378641240139,0.04716634319854085,0.9343236065215615,2.402828199127113,2.1936418060197527,2.5022672231429457,1.9244913509161483,2.565112679393683,1.8192297702492932,2.6245571173126003,1.725762631412166,2.7087997665863193,1.5902887828856656,2.856358936805381,1.6051651612296094,2.7552170449229636,1.516315135648021,3.0582490688222603,1.5680318769634864,3.1068810337339827,1.3890264466131272,3.2923211175197284,1.376017297923553
9,0.9368954701395178,0.07376433186437337,0.7128107620079353,0.07093976315769351,0.7093060114635529,0.9319904467719856,3.1688000673014654,1.189689823488319,3.518910210677552,1.996989856234334,3.4642733917255573,3.3342918235682166,2.2743541989087466,3.885047990179158,1.2009582501397675,3.472846045853885,0.6636795008315868,3.258143978493202,0.5069534461645927,2.704121912529309,0.6998805744924419,2.3572552840822842,0.6896064805301045,1.8805645289871618,0.9833051642208421,1.508215956234196
10,0.5895830805840717,0.045609589502061995,1.4152236424793019,0.02415405619308315,0.4558646020095287,0.313347093468324,4.157785238320882,2.068706653724416,4.371769366351361,2.261169508827463,4.313527357715928,2.37368650427156,4.368078115223086,2.678694359308209,4.373798782545645,3.033493707167035,4.240994484399723,3.110045694523733,4.029623316429516,3.225518595974775,3.724328740672228,2.927154877168496,3.6422222046647144,2.728489925719033,3.7772584884202574,2.4771505389110384
11,1.378064459329583,0.0628869915276864,0.6220118964999769,0.039850021527616776,0.08325904417360175,0.881796284293496,3.5350511215073666,2.817347637692711,3.733261814448611,3.00977052872833,3.8339733739714723,3.22605054409892,3.66793578892302,3.441925914243664,3.4505271672843927,3.744165836825828,3.163428749840879,3.720588809300976,2.7496009039266878,3.8842522584188606,2.420583622074634,3.8356700471335947,1.9973522577284208,3.640874968344355,1.8417280915203142,3.5749199668016653
12,0.7827062205561574,0.029685543909027303,1.4603017854153957,0.023804889346861507,0.3355665707695552,0.40069138395228343,4.053240077031838,2.528714384288786,4.235889363561878,2.5047258500709444,4.249602889991557,2.460809974502297,4.347363059384325,2.8593241371480245,4.686809388294907,3.212456730529547,4.769004018501696,3.5963662501673537,4.452866351642751,3.9710339864653474,4.193652865677095,3.9674876439515803,3.756647342853561,3.8785315546274433,3.6065109319290487,3.5629178543490347
13,1.4677049140308838,0.04884321706566205,1.4325345054346046,0.031192395293322267,0.289684481678975,0.3965879941393581,3.268502645523495,2.9789923896507284,3.4750488049298567,2.807039866493681,3.943517404616779,2.675963913657015,4.081373790608464,2.7848817147476765,4.2941103380032,3.1005925767147886,4.3911635625306555,3.4783679046775937,4.242214005584346,3.8282962630033843,3.804689496989118,4.000760171389924,3.4351378090750355,3.783875942129995,3.1953145661830478,3.5127952547176338
14,1.0595395899473496,0.021538124527405916,0.5491320580208859,0.04287918018516816,0.9718235068123174,0.1689422341503365,0.5650117925235179,3.7865594624938326,0.6411497653666769,3.3086373690705417,0.9272172924468786,2.8453877812117936,1.3882036650490288,2.4987890437790656,2.059122090434958,2.1185914607736755,2.7162990435621763,2.1867945878184116,3.3504031443226103,2.437232366867079,3.954819015751577,3.514028312031641,3.5775045800667304,4.886761098710922,1.9136008912246416,4.903698364117973
15,1.451215783058487,0.04787210602838071,1.2070999515880239,0.05190684049820152,0.8619075182541625,0.7943123920649757,2.1812612922539887,3.5413449176299676,2.440723263669102,2.9358681665660287,3.0414201826380274,2.4897457043330427,3.7453252231163106,2.7798964593887243,3.9022864436237965,3.81047904231821,2.840371492362055,4.109929882536018,2.270477732041378,3.6784946421571716,2.369179292416126,3.0072936975877167,2.794812394771018,2.563875354189551,3.4580158226743993,2.51165648944205
16,1.0691749398535901,0.06401234611955653,0.9761137627557207,0.03483645068722914,0.661442547398583,0.1699571581703142,3.480119084866645,2.5023306124657663,3.6333929131971896,2.580750267262388,3.80288904709008,2.854657871881172,3.588768982592199,3.0815845791114427,3.3788738586754676,3.2593292659601554,3.0872459422087326,3.1462651764808776,2.921025839912923,3.0914995513152896,3.0000181581146683,2.7903682311034124,3.17740227901531,2.531259220852969,3.432859495875978,2.4420246835444095
17,1.1947510376527495,0.06985504044848764,0.8101348484192094,0.07064173993318228,0.9420959220873056,0.958986046327595,1.4109689888067904,1.929661862440624,2.0864750200316147,1.538399508158047,2.7662669373457045,1.4587419390345198,3.5508347305043007,2.1180110745866916,3.5508164745285047,3.4572872247883892,2.0227825557360917,3.902455826272212,1.0333937772759423,3.3804529947670945,0.9161969451724805,2.894401197705571,1.1091696594130014,2.3051573353544432,1.4254228004507798,1.8097261379754372
18,0.5567491856373277,0.07389378040239121,1.0214475385569102,0.022620381438394083,0.24344840336468754,0.054785170248859094,3.1841299700125774,2.16611713863291,3.1523500320942146,1.9494505466072645,3.3426854976258364,1.7959865009261047,3.4062892231349085,1.6502482592644376,3.2984971919416792,1.575976681155933,3.5394892269923384,1.4762828099689727,3.6025600933634543,1.4021359120006645,3.830439110854384,1.4115246233070105,3.9955732417823313,1.3390587299791619,4.0265812094616615,1.5041391629541931
19,0.6797769668534693,0.027558623389136373,0.8153899046095671,0.07228932597295862,0.7483906545872792,0.7983175137300531,1.2616697233455612,4.361414107782472,0.8216849873182005,3.725219136166687,0.9217847087413318,3.282756043672474,0.8072011968846126,2.821555188317217,0.896170364443604,2.292616031742525,1.278612961353031,1.7573431661151675,1.5338358109418493,1.5476132862362926,1.9986827552157236,1.244859804545311,2.2645650414350955,1.115151106053821,2.812797074425678,1.149174230811888
20,1.3908370480379868,0.05838668185325965,0.7140293343627762,0.04038418822658078,0.38354186377927935,0.5367892937550245,1.7024119483351425,3.160839689770851,1.7803167453512838,3.0350654488862845,1.9998846925368945,2.716758276920389,2.243676738729059,2.5092767871502213,2.6116124753192844,2.416974270052195,2.971698815680029,2.3365392791309505,3.3445776024650034,2.2575893040481705,3.595929553464887,2.7451396794036054,3.870932104546582,3.2552426863977395,3.7223533852478323,3.6944747970789917
21,0.7569487023707219,0.02483594469343436,1.415120637743314,0.030063235207086064,0.3788515746777178,0.35824222405294825,3.422723849871073,3.2653931125374327,3.53692032390702,2.8658985510837076,3.6149819958235523,2.7905398514277553,3.8094535065781407,2.797644454355358,4.013879023576734,2.679136366047354,4.156534766903068,2.9498051675484813,4.3099448106513965,3.2038467125445043,4.3330724770931015,3.5591544621369007,4.295793490657666,3.8759396263664403,3.855245640541937,4.01036111324144
22,0.8881134801844629,0.0777104099308281,0.9463732681122344,0.059867028180323176,0.8674404392979547,0.6957490908236111,2.3529294172633435,1.4329986767106484,2.7610529575260756,1.3661940085457938,3.3654445332208565,1.510885131197371,3.732546299817103,2.1842467908250645,3.478705397038473,3.2639098397659922,2.4627086539092717,3.470878132631449,1.7615054726606132,3.169120064185465,1.569716579863982,2.475502160867146,1.733087883626144,2.023681197617143,2.0757172614854937,1.6065600066541466
23,1.3613526163882046,0.03604939104084453,1.0008008866170788,0.06531005429140234,0.43235743431286056,0.2520404838183138,1.997141901525112,4.550757899891568,1.3211421599572304,4.153465066118275,1.1625679617268305,3.903532748527137,1.1722130262360948,3.3310882272464446,1.3679198294738473,3.0234229407285453,1.822875506029126,2.558629489961236,2.158028208978538,2.254787606001129,2.693534642415784,2.2355182008208185,3.237661891467207,2.301431347937688,3.732887991119528,2.6433167927438017
24,1.2914482216616028,0.07002276850687793,0.5442740547495583,0.06777466585562751,0.9095913506151804,0.3432914561355609,3.6077252728045863,2.7721104508096808,2.6431770942497677,4.014307284476523,0.8982604020763987,4.000400407473433,0.4219898557576569,3.538648833594644,0.22143424116117735,3.0974022571457973,0.27374117172565676,2.5157998772398704,0.4105658317942064,2.2090235986413815,0.5887424844061028,1.7742449704276848,1.0833759996321377,1.5887229508155967,1.801755381904884,1.3431230531448068
25,0.5348718480173452,0.0369065551529695,1.4192280704146971,0.05626830976874639,0.5858637831973484,0.2420805995660107,3.6787687371222364,2.705223972635953,3.639984884579107,3.1493622596158306,3.3038136786124968,3.398461965063113,3.2221561156614063,3.2169474624848826,2.8307349136928224,3.1959894613877218,2.6807110568684895,2.9230210075630647,2.848237423937167,2.485052638806724,2.840387412997764,2.2195664031336593,3.0773794978217484,1.985683656804039,3.2327653141577004,1.868707569983097
26,0.5622954596606633,0.035671749648287725,0.849374761401632,0.07450766618700524,0.7935983131541072,0.49689591283183376,0.932441057674478,3.224362829525939,0.9251751255171209,2.668120993336094,0.941084053621997,2.2858490987746114,1.163183718540263,1.7354846431287556,1.2164856166798548,1.352054310423846,1.5824470900531853,1.1052515256782696,1.878201095738977,0.8830929837509542,2.256956256938319,0.6876069433894654,2.5247694848172273,0.7105003112603142,3.080075885577347,0.8830785946401398
27,0.8274902202773279,0.07890548520570102,1.1035652134830305,0.05497542737759149,0.9689035993830447,0.42063566532294405,2.99589670874856,1.5233676948493486,3.370736103822789,1.5994600779782637,3.6122067998749863,2.2827747368412656,3.389630399844519,3.013661060419493,2.7848595073326208,3.154259443879637,2.274507303411284,2.7006788090962996,2.2550930972865673,2.024159845417942,2.512314806850744,1.6240240766891483,2.966221269500166,1.4485001944684386,3.4407972765224035,1.602746371803645
28,1.0608666632668484,0.03093212644985731,1.2172497177908976,0.052012164249953294,0.4452386169653847,0.013129625763248942,3.920591357089874,3.2058913940921085,3.922185996409505,3.890910301351264,3.557616877645104,4.299185618873359,2.787476332047381,4.301979969533197,2.3265067598708984,3.929597586640012,2.25667068629756,3.5884071881814354,2.195024743685277,3.183987657462649,2.6630073774726606,2.9379529097202792,2.7997426917046413,2.6369325621366584,3.167950290268387,2.5557899987393027
29,1.0171753515037332,0.07454807103733493,1.10742181727626,0.03934180364871595,0.05283117882791499,0.4372614686072893,2.8762095927006497,2.687064837346666,2.921517017387018,2.4821809335797362,2.936530227547515,2.383702363334068,3.0646537818405024,2.204597940342012,3.1148271274648733,2.379783787492631,3.241951028350859,2.280225356884647,3.3050849880180717,2.25804534486355,3.4436765383929795,2.3288443265762035,3.506537132357453,2.332043361799466,3.6011388910514084,2.4510627188890823
30,1.2481161919873802,0.07042968130149471,0.9384084583224008,0.04248227681738967,0.5657188472939609,0.7182450657981596,2.6121163454829603,2.4311039015784384,2.9908860446592715,2.3307700620729817,3.4044753046491674,2.4204896985166147,3.6755470175642784,2.635648963308439,3.7400205669665696,3.069501666000087,3.4710273817941695,3.314509935255884,2.9003258117527895,3.3649451551062195,2.5516742519518125,3.204865699887303,2.395038901228654,3.0674412645572517,2.5351608172442224,2.7215790187388627
31,1.3110761888705404,0.04930485125535368,1.1854577950262124,0.02884167331030188,0.9147832893596751,0.281493993878267,3.3678305318413106,3.683254627876588,3.1423713741011152,3.2144182175888067,3.384968372954769,2.929667285881761,3.7401936990973415,2.760345066759707,4.2012000596176815,3.2281227527331393,3.9863189079933865,3.649011115737516,3.526541257566887,3.721875255356496,3.0974440533161296,3.2441297715817163,3.343870689054523,2.9230225570548347,3.7225187455395874,2.8262983340942958
32,1.3155119215594917,0.04156419789124598,0.8058519092082215,0.020992302169810705,0.27754040057516716,0.041529932645407164,4.395709415739804,3.4569603979674786,4.273427068872004,3.7122036443196573,4.0226457919583725,4.077272111516377,3.7679571827622023,4.085992908382494,3.29824187923505,3.9819116405356354,2.956491091974782,3.8930023920478254,2.8367013722625747,3.624131846108678,2.766462380508618,3.5028303164220276,2.7175458155141308,3.1750932151524314,2.9556855109615072,3.0621066003992907
