interval_level,lower_quantile,upper_quantile,empirical_coverage,coverage_error,mean_width,median_width,prior_width,mean_width_over_prior,mean_quantile_contraction
0.5,0.25,0.75,0.49,-0.010000000000000009,6.207518800735474,6.2170562744140625,14.592177391052246,0.42540044808815525,0.5745995519118448
0.8,0.09999999999999998,0.9,0.7785,-0.021500000000000075,11.753481550216675,11.798330307006836,27.703266906738286,0.4242633762214473,0.5757366237785527
0.9,0.04999999999999999,0.95,0.8725,-0.02749999999999997,14.923548575401306,14.942907333374023,33.29103698730468,0.4482752694394081,0.5517247305605919
