quantile_level,empirical_frequency,calibration_error,absolute_calibration_error,pointwise_lower,pointwise_upper,inside_pointwise_band
0.05,0.06,0.009999999999999995,0.009999999999999995,0.038,0.063,True
0.1,0.105,0.0049999999999999906,0.0049999999999999906,0.083,0.1175,True
0.25,0.25,0.0,0.0,0.2255,0.275,True
0.5,0.511,0.01100000000000001,0.01100000000000001,0.471,0.529,True
0.75,0.74,-0.010000000000000009,0.010000000000000009,0.725,0.7745,True
0.9,0.8835,-0.01650000000000007,0.01650000000000007,0.8825,0.917,True
0.95,0.9325,-0.01749999999999996,0.01749999999999996,0.937,0.962,False
