method,budget,replicate,seed,design_space,abc_k_requested,abc_k_used,validation,n_obs,noise_std,flow_samples_per_pair,posterior_samples,ode_steps,fmpe_max_iter,reward_mode,coverage_weight,predictive_weight,raw_rmse,range_normalized_rmse,prior_std_normalized_rmse,coverage_error,posterior_mean_predictive_rmse,posterior_quality_objective,validation_log_posterior,rmse_alpha,range_normalized_rmse_alpha,prior_std_normalized_rmse_alpha,rmse_beta,range_normalized_rmse_beta,prior_std_normalized_rmse_beta,rmse_gamma,range_normalized_rmse_gamma,prior_std_normalized_rmse_gamma,rmse_delta,range_normalized_rmse_delta,prior_std_normalized_rmse_delta
abc_knn,2000,1,10717,wide_window,,44,100,10,0.06,3,32,8,220,rmse_coverage_predictive,0.25,0.1,0.15671559797038548,0.2198706684337084,0.7616543376426269,0.01833333333333335,0.9492664852391057,-0.3193806502909523,,0.22770379452017286,0.22770379452017286,0.7887890823703261,0.015014520773994403,0.2502420128999067,0.8668637610618897,0.214566568467005,0.214566568467005,0.7432803963811175,0.011218217870864942,0.18697029784774905,0.6476841107571745
gaussian_npe,2000,1,10717,wide_window,,,100,10,0.06,3,32,8,220,rmse_coverage_predictive,0.25,0.1,0.12063291862581185,0.1525217555300016,0.5283508596751242,0.15083333333333337,0.8882451813745197,-0.27905460700078694,7.259408501221199,0.19017309767412924,0.19017309767412924,0.658778934808701,0.009437066426781835,0.15728444044636392,0.5448492841862872,0.14801028242009093,0.14801028242009093,0.5127226583884321,0.006877152094765336,0.11461920157942228,0.39705256131707656
rectified_fmpe,2000,1,10717,wide_window,,,100,10,0.06,3,32,8,220,rmse_coverage_predictive,0.25,0.1,0.1116676190344222,0.14214435748525345,0.49240249834738475,0.19333333333333336,0.7977297197499778,-0.27025066279358456,,0.1771953859156841,0.1771953859156841,0.6138228225454789,0.008788332609634618,0.146472210160577,0.5073946197900513,0.13549942689787317,0.13549942689787317,0.4693837835671625,0.006564624418012773,0.10941040696687955,0.3790087674868465
prior_mean,3000,1,10717,wide_window,,,100,10,0.06,3,32,8,220,rmse_coverage_predictive,0.25,0.1,0.20711464223240025,0.29133207177382225,1.0092039003731257,0.017500000000000054,1.090675586458754,-0.4047746304196977,,0.29612457092952965,0.29612457092952965,1.025805604438958,0.017934799183301178,0.2989133197216863,1.0354661136340815,0.28859802397892315,0.28859802397892315,0.9997328809909519,0.01690154234790899,0.28169237246514983,0.9758110024285114
abc_knn,3000,1,10717,wide_window,,54,100,10,0.06,3,32,8,220,rmse_coverage_predictive,0.25,0.1,0.15299410835371693,0.21416414573686382,0.7418863631516674,0.020000000000000018,0.9533085557031973,-0.31449500130718355,,0.22169797982785394,0.22169797982785394,0.7679843299944461,0.014594583544057004,0.24324305906761673,0.8426186737871794,0.2101120301760754,0.2101120301760754,0.7278494230928153,0.010896210832554556,0.18160351387590928,0.6290930257322289
gaussian_npe,3000,1,10717,wide_window,,,100,10,0.06,3,32,8,220,rmse_coverage_predictive,0.25,0.1,0.106804196098599,0.13914946820711555,0.4820278975618285,0.11250000000000003,0.7710523036941186,-0.24437969857652742,7.745636849436884,0.16707619535437795,0.16707619535437795,0.5787689181781716,0.007979879999268549,0.13299799998780915,0.4607185865678607,0.13264677880929476,0.13264677880929476,0.4595019207160984,0.007432613920618816,0.12387689867698026,0.4291221647851833
rectified_fmpe,3000,1,10717,wide_window,,,100,10,0.06,3,32,8,220,rmse_coverage_predictive,0.25,0.1,0.09039315430577319,0.11778830229296523,0.4080306482173949,0.145,0.6230149812656723,-0.21633980041953246,,0.14139288419845417,0.14139288419845417,0.4897993185208505,0.006996592000089913,0.11660986666816521,0.4039484274661893,0.11227714749857577,0.11227714749857577,0.38893944799287616,0.006052398648399947,0.10087331080666578,0.3494353988896637
prior_mean,5000,1,10717,wide_window,,,100,10,0.06,3,32,8,220,rmse_coverage_predictive,0.25,0.1,0.20711464223240025,0.29133207177382225,1.0092039003731257,0.017500000000000054,1.090675586458754,-0.4047746304196977,,0.29612457092952965,0.29612457092952965,1.025805604438958,0.017934799183301178,0.2989133197216863,1.0354661136340815,0.28859802397892315,0.28859802397892315,0.9997328809909519,0.01690154234790899,0.28169237246514983,0.9758110024285114
abc_knn,5000,1,10717,wide_window,,70,100,10,0.06,3,32,8,220,rmse_coverage_predictive,0.25,0.1,0.1481850531944723,0.20767497447457012,0.7194072145010502,0.01250000000000003,0.9572899217388368,-0.3065289666484538,,0.21506656043967234,0.21506656043967234,0.7450124193811903,0.014383428391176971,0.2397238065196162,0.830427625351573,0.20314349203023516,0.20314349203023516,0.7037096988466611,0.010365962334525407,0.17276603890875677,0.5984791144247765
gaussian_npe,5000,1,10717,wide_window,,,100,10,0.06,3,32,8,220,rmse_coverage_predictive,0.25,0.1,0.08967643258127805,0.114814433699586,0.3977288652198625,0.03500000000000003,0.743310566933655,-0.1978954903929515,9.08636418687261,0.1400508206044114,0.1400508206044114,0.4851502738571094,0.006989474217767075,0.11649123696278459,0.403537482112177,0.11168946397404023,0.11168946397404023,0.38690365254634274,0.0054615727954264665,0.09102621325710777,0.3153240523638207
rectified_fmpe,5000,1,10717,wide_window,,,100,10,0.06,3,32,8,220,rmse_coverage_predictive,0.25,0.1,0.07935353841615653,0.1031715907114383,0.3573968740198248,0.20083333333333334,0.6558633479065176,-0.2189662588354234,,0.11662646993348608,0.11662646993348608,0.40400594286440383,0.006907312992022227,0.11512188320037045,0.3987939015321032,0.10732653276989018,0.10732653276989018,0.37179001551531166,0.004416688616520391,0.07361147694200652,0.2549976361674804
