batch,bo_category_policies,bo_design_mode,bo_random_fraction,budget,categorical_ucb_weight,coverage_error,coverage_weight,design_space,dumb_psi_unit,estimator,final_score_only,flow_samples_per_pair,fmpe_max_iter,initial,marginal_jitter_std,method,n_obs,noise_std,ode_steps,posterior_mean_predictive_rmse,posterior_quality_objective,posterior_samples,predictive_timeout_seconds,predictive_weight,prior_std_normalized_rmse,prior_std_normalized_rmse_alpha,prior_std_normalized_rmse_beta,prior_std_normalized_rmse_delta,prior_std_normalized_rmse_gamma,range_normalized_rmse,range_normalized_rmse_alpha,range_normalized_rmse_beta,range_normalized_rmse_delta,range_normalized_rmse_gamma,raw_rmse,replicate,reward_mode,rmse_alpha,rmse_beta,rmse_delta,rmse_gamma,round,rounds,seed,simulations,target_mode,target_psi_unit,target_seed,target_theta,validation
14,,categorical,0.2,80,1.0,0.21333333333333335,0.25,wide_window,"0.0,0.0",rectified_fmpe,False,3,220,80,0.04,random,10,0.06,8,0.971737671192831,-0.41023908289261296,32,0.5,0.1,0.8997379798733227,0.8469526681459707,0.9598555218039533,0.8312364374799684,0.9609072920633986,0.2597319824399965,0.244494175472474,0.27708642194833055,0.23995729046964268,0.2773900418695388,0.18520685743221618,0,rmse_coverage_predictive,0.244494175472474,0.016625185316899833,0.01439743742817856,0.2773900418695388,0,30,717,80,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,,categorical,0.2,94,1.0,0.32333333333333336,0.25,wide_window,"0.0,0.0",rectified_fmpe,False,3,220,80,0.04,random,10,0.06,8,1.0385875147125398,-0.49199203133960834,32,0.5,0.1,1.0645182411237117,0.9172138713795274,1.2264403409018092,1.0358342376578495,1.078584514555661,0.30729994653502096,0.2647768377727145,0.354042830482338,0.29901958797379513,0.31136052991123636,0.20483242294057902,0,rmse_coverage_predictive,0.2647768377727145,0.021242569828940277,0.017941175278427708,0.31136052991123636,1,30,717,94,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,,categorical,0.2,108,1.0,0.34833333333333333,0.25,wide_window,"0.0,0.0",rectified_fmpe,False,3,220,80,0.04,random,10,0.06,8,1.131122481105931,-0.5003769704558231,32,0.5,0.1,1.0398588345104054,0.9390914469005502,1.1040697576526515,0.9512868949564695,1.1649872385319509,0.3001813890118966,0.27109234983085395,0.31871748589244164,0.27461287243984045,0.33630284788445036,0.21634916377691965,0,rmse_coverage_predictive,0.27109234983085395,0.019123049153546498,0.016476772346390427,0.33630284788445036,2,30,717,108,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,,categorical,0.2,122,1.0,0.3741666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,False,3,220,80,0.04,random,10,0.06,8,1.036143201913457,-0.5091145812888048,32,0.5,0.1,1.0806562708238117,1.0350161084714478,1.2594369458403554,1.0070645334940305,1.0211074954894128,0.3119585944307924,0.29878341442079465,0.36356812985414466,0.2907144897520517,0.29476834369617855,0.2103211908587004,0,rmse_coverage_predictive,0.29878341442079465,0.02181408779124868,0.017442869385123103,0.29476834369617855,3,30,717,122,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,,categorical,0.2,136,1.0,0.3666666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,False,3,220,80,0.04,random,10,0.06,8,1.1510089499476135,-0.4957182497616199,32,0.5,0.1,1.0009545453430402,1.0331559826496868,0.9643351524300781,0.9387663634621483,1.0675606828302477,0.28895068810019187,0.2982464423488345,0.2783795799222622,0.2709985063255187,0.30817822380415216,0.21474876330972947,0,rmse_coverage_predictive,0.2982464423488345,0.01670277479533573,0.01625991037953112,0.30817822380415216,4,30,717,136,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,,categorical,0.2,150,1.0,0.3858333333333333,0.25,wide_window,"0.0,0.0",rectified_fmpe,False,3,220,80,0.04,random,10,0.06,8,1.0922488637239152,-0.5015427019547207,32,0.5,0.1,1.0248873103125664,1.3157005977413558,0.9205488574175956,0.8860639812860639,0.9772358048052501,0.29585948224899583,0.3798100471394617,0.26573956531612564,0.25578463905737026,0.2821036774830259,0.23681633845180255,0,rmse_coverage_predictive,0.3798100471394617,0.01594437391896754,0.015347078343442216,0.2821036774830259,5,30,717,150,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,,categorical,0.2,164,1.0,0.3266666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,False,3,220,80,0.04,random,10,0.06,8,1.0794800606903796,-0.4709672959818459,32,0.5,0.1,0.974634076610202,1.1378504914347953,1.0240189098909818,0.8670166040628711,0.8696503010521595,0.28135262324614124,0.32846914376371356,0.29560879664041273,0.2502861348737869,0.2510464177066517,0.20703645935201262,0,rmse_coverage_predictive,0.32846914376371356,0.017736527798424762,0.015017168092427214,0.2510464177066517,6,30,717,164,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,,categorical,0.2,178,1.0,0.38916666666666666,0.25,wide_window,"0.0,0.0",rectified_fmpe,False,3,220,80,0.04,random,10,0.06,8,1.0291904594243535,-0.4990809010207618,32,0.5,0.1,1.0353167023933556,1.1226419212552257,1.0906493565829523,0.8922741707838385,1.0357013609514063,0.2988701884116598,0.32407880772013165,0.3148433498073298,0.25757736634649964,0.29898122977267816,0.22080112665821242,0,rmse_coverage_predictive,0.32407880772013165,0.01889060098843979,0.015454641980789979,0.29898122977267816,7,30,717,178,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,,categorical,0.2,192,1.0,0.40166666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,False,3,220,80,0.04,random,10,0.06,8,1.0486158818068378,-0.5179096115459769,32,0.5,0.1,1.082986787682419,1.0093983630063232,1.1855692138370084,0.9919498051798877,1.1450297687064572,0.31263135669862646,0.2913882083006342,0.3422443523758649,0.2863512435216025,0.33054162259640407,0.22072704514759608,0,rmse_coverage_predictive,0.2913882083006342,0.020534661142551893,0.01718107461129615,0.33054162259640407,8,30,717,192,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,,categorical,0.2,206,1.0,0.35666666666666674,0.25,wide_window,"0.0,0.0",rectified_fmpe,False,3,220,80,0.04,random,10,0.06,8,1.1047271397464664,-0.47542542616625777,32,0.5,0.1,0.9553508857354146,1.0903358415563946,0.9638048722444684,0.872947343879383,0.8943154852614119,0.27578604552494446,0.3147528458148408,0.27822650121830833,0.2519981919885653,0.25816664307806353,0.20385451712914138,0,rmse_coverage_predictive,0.3147528458148408,0.0166935900730985,0.015119891519313918,0.25816664307806353,9,30,717,206,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,,categorical,0.2,220,1.0,0.32333333333333336,0.25,wide_window,"0.0,0.0",rectified_fmpe,False,3,220,80,0.04,random,10,0.06,8,1.0422280963261437,-0.4879081772626414,32,0.5,0.1,1.049110221154931,1.2132743587042674,1.0900269898863473,0.9093263828546034,0.9838131531745063,0.30285203429669366,0.3502421387993897,0.31466368801742006,0.262499915961167,0.28400239440879793,0.2257938361722216,0,rmse_coverage_predictive,0.3502421387993897,0.018879821281045202,0.01574999495767002,0.28400239440879793,10,30,717,220,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,,categorical,0.2,234,1.0,0.36333333333333334,0.25,wide_window,"0.0,0.0",rectified_fmpe,False,3,220,80,0.04,random,10,0.06,8,1.0606089597490105,-0.4792779789851584,32,0.5,0.1,0.9782060033444876,1.0568216420552408,0.9666795730679564,0.9698837791155753,0.9194390191391781,0.28238374967692403,0.30507812976300785,0.2790563558654486,0.2799813304775145,0.26541918260172503,0.20253552215306334,0,rmse_coverage_predictive,0.30507812976300785,0.016743381351926913,0.01679887982865087,0.26541918260172503,11,30,717,234,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,,categorical,0.2,248,1.0,0.3666666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,False,3,220,80,0.04,random,10,0.06,8,1.0284896662428167,-0.47953474670449103,32,0.5,0.1,0.9873351711209839,1.0642306981386478,0.9605335877341343,0.9020386735607665,1.0225377250503873,0.2850191134135427,0.30721694002510586,0.27728216272198974,0.2603961354998808,0.2951812154071944,0.21332785081312483,0,rmse_coverage_predictive,0.30721694002510586,0.016636929763319385,0.015623768129992846,0.2951812154071944,12,30,717,248,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,,categorical,0.2,262,1.0,0.3841666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,False,3,220,80,0.04,random,10,0.06,8,1.0150790934853395,-0.48377957801845184,32,0.5,0.1,0.9915298122403452,1.2077750242755343,0.9479496905621927,0.8438886832470899,0.966505850876564,0.2862300020032512,0.3486546176929933,0.2736495045121522,0.2436096792193931,0.2790062065884663,0.22354402965143025,0,rmse_coverage_predictive,0.3486546176929933,0.01641897027072913,0.014616580753163586,0.2790062065884663,13,30,717,262,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,,categorical,0.2,276,1.0,0.35166666666666674,0.25,wide_window,"0.0,0.0",rectified_fmpe,False,3,220,80,0.04,random,10,0.06,8,1.1366942965175821,-0.47999375827686597,32,0.5,0.1,0.9644324314569614,1.058156738130709,0.9940951928344129,0.9113844643577309,0.8940933305049932,0.278407661958441,0.30546353880229066,0.2869705635915306,0.2630940329160894,0.25810251252385347,0.20029386821432604,0,rmse_coverage_predictive,0.30546353880229066,0.017218233815491837,0.015785641974965365,0.25810251252385347,14,30,717,276,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,,categorical,0.2,290,1.0,0.33166666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,False,3,220,80,0.04,random,10,0.06,8,1.1438891162918925,-0.4836212281757825,32,0.5,0.1,0.9918265051882694,1.1089277392195158,1.0561182717321,0.8212838248867311,0.9809761849147307,0.2863156498799266,0.32011986437511536,0.3048750842403052,0.23708421868971988,0.283183432214566,0.2140131723316558,0,rmse_coverage_predictive,0.32011986437511536,0.01829250505441831,0.014225053121383191,0.283183432214566,15,30,717,290,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,,categorical,0.2,304,1.0,0.3925,0.25,wide_window,"0.0,0.0",rectified_fmpe,False,3,220,80,0.04,random,10,0.06,8,1.0692827766069424,-0.5060606261076478,32,0.5,0.1,1.0427200419234246,1.3190492123361706,0.9752709807669824,0.9645618079648406,0.9119981666257048,0.30100734844695354,0.380776708908326,0.2815364816393238,0.27844500973926645,0.26327119350089795,0.2317687874071034,0,rmse_coverage_predictive,0.380776708908326,0.016892188898359427,0.016706700584355985,0.26327119350089795,16,30,717,304,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,,categorical,0.2,318,1.0,0.3508333333333334,0.25,wide_window,"0.0,0.0",rectified_fmpe,False,3,220,80,0.04,random,10,0.06,8,0.9922945758779955,-0.44999181063421734,32,0.5,0.1,0.9112458545565745,1.0037080721769716,0.9796718660433184,0.8032043892913054,0.8583990907147026,0.26305401971308445,0.28974556282958747,0.28280690778880646,0.2318651351858121,0.2477984730481318,0.19094373693659616,0,rmse_coverage_predictive,0.28974556282958747,0.016968414467328385,0.013911908111148725,0.2477984730481318,17,30,717,318,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,,categorical,0.2,332,1.0,0.3658333333333334,0.25,wide_window,"0.0,0.0",rectified_fmpe,False,3,220,80,0.04,random,10,0.06,8,1.0556630561378295,-0.49413543162802354,32,0.5,0.1,1.0292219768007893,1.1322504905249462,1.0304653862574797,0.9874721652017506,0.9666998652189805,0.29711079268090723,0.32685256274733177,0.29746973407317384,0.28505866019824666,0.2790622137048767,0.21524370196893197,0,rmse_coverage_predictive,0.32685256274733177,0.01784818404439043,0.0171035196118948,0.2790622137048767,18,30,717,332,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,,categorical,0.2,346,1.0,0.3383333333333334,0.25,wide_window,"0.0,0.0",rectified_fmpe,False,3,220,80,0.04,random,10,0.06,8,1.1209825405084786,-0.4823772834201191,32,0.5,0.1,0.9896789220759976,1.1224670717062766,1.0726227506094839,0.8817744005503527,0.8818514654378767,0.2856956960359379,0.32402833300305495,0.30963951690165115,0.25454634376113355,0.2545685904779121,0.20638431477720565,0,rmse_coverage_predictive,0.32402833300305495,0.01857837101409907,0.015272780625668012,0.2545685904779121,19,30,717,346,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
