quantile_level,empirical_frequency,calibration_error,absolute_calibration_error,pointwise_lower,pointwise_upper,inside_pointwise_band
0.05,0.0695,0.019500000000000003,0.019500000000000003,0.038,0.063,False
0.1,0.12,0.01999999999999999,0.01999999999999999,0.083,0.1175,False
0.25,0.2685,0.018500000000000016,0.018500000000000016,0.2255,0.275,True
0.5,0.4895,-0.01050000000000001,0.01050000000000001,0.471,0.529,True
0.75,0.738,-0.01200000000000001,0.01200000000000001,0.725,0.7745,True
0.9,0.874,-0.026000000000000023,0.026000000000000023,0.8825,0.917,False
0.95,0.93,-0.019999999999999907,0.019999999999999907,0.937,0.962,False
