age_bin,n_cases,truth_mean,estimate_mean,bias,mae,mse,empirical_coverage,mean_interval_width
"(30.0, 40.0]",18,38.08426496717665,48.63267580668131,10.548410839504665,10.548410839504665,124.1100378372624,0.16666666666666666,15.687526914808485
"(40.0, 50.0]",416,46.31447736116556,53.31882333755493,7.004345976389372,7.180332248027508,73.27797387186075,0.6370192307692307,17.109094876509445
"(50.0, 60.0]",734,55.26645049737,57.23659249287535,1.9701419955053512,4.571828041804259,33.37600293380213,0.8787465940054496,18.139162588509294
"(60.0, 70.0]",549,64.30691594330557,61.2633804849371,-3.043535458368465,5.02462117485227,39.782563141142894,0.8524590163934426,18.741425971081565
"(70.0, 80.0]",240,74.01381419499715,64.05309249560038,-9.96072169939677,10.102943213780721,131.6066417472902,0.5083333333333333,19.16564243634542
"(80.0, 90.0]",43,82.24104415538699,67.85887536337209,-14.382168792014898,14.382168792014898,232.65769334464824,0.11627906976744186,19.534409367760947
