feature,mae,rmse,observed_std_normalized_rmse,predictive_coverage,mean_predictive_width
bmi,3.0901318359375,3.7873452990218355,1.019250593397412,0.78,9.549464698791503
sbp,13.726483116149902,17.481999827234393,0.87316555224437,0.85,51.21135962677002
platelets,0.30829176664352415,0.3871002757632528,0.9869943501388925,0.74,0.9565956740379333
crp,0.8454935906897298,1.0716727144469649,0.9652028063300947,0.77,2.716250977277756
hba1c,0.11329014003276824,0.14093615561017664,0.9971874222563986,0.82,0.37890647649765014
creatinine,0.17084724007640034,0.217211197835117,0.9158654140458639,0.82,0.6103756485853191
bun,0.21388451933860778,0.259762115436298,0.89340846194951,0.79,0.6887778646945952
tc,0.1425427746772766,0.18811331810459794,0.9938071007513924,0.78,0.5006162142753601
tg,0.41634234666824343,0.5185928812205051,1.020210661178156,0.79,1.3774341936111452
