age_bin,n_cases,truth_mean,estimate_mean,bias,mae,mse,empirical_coverage,mean_interval_width
"(30.0, 40.0]",18,38.08426496717665,42.775901582505966,4.691636615329319,4.691636615329319,27.959819984760543,0.5,8.627410888671875
"(40.0, 50.0]",416,46.31447736116556,49.10574752550859,2.791270164343027,3.680352724515475,21.615524947164047,0.7451923076923077,10.276525634985704
"(50.0, 60.0]",734,55.26645049737,55.920605235918345,0.6541547385483412,3.306527052003616,17.231368044554774,0.8283378746594006,11.563484867522112
"(60.0, 70.0]",549,64.30691594330557,63.24331946451156,-1.0635964787940075,3.9916562495552994,24.154575804307242,0.7923497267759563,12.408450725951482
"(70.0, 80.0]",240,74.01381419499715,70.95671653747559,-3.057097657521566,4.484750080108642,32.94360990340041,0.7291666666666666,12.368178256352742
"(80.0, 90.0]",43,82.24104415538699,75.53556468874909,-6.705479466637899,6.755734110987464,57.23205313823716,0.4186046511627907,11.668668081594069
