interval_level,lower_quantile,upper_quantile,empirical_coverage,coverage_error,mean_width,median_width,prior_width,mean_width_over_prior,mean_quantile_contraction
0.5,0.25,0.75,0.472,-0.028000000000000025,6.097067224502563,6.112071990966797,13.997390747070312,0.4355859841791367,0.5644140158208633
0.8,0.09999999999999998,0.9,0.7775,-0.022500000000000075,11.600140455245972,11.676126480102539,26.418717575073238,0.4390879467287622,0.5609120532712377
0.9,0.04999999999999999,0.95,0.875,-0.025000000000000022,14.722909635543823,14.791177749633789,31.37929725646972,0.4691918214487191,0.5308081785512808
