batch,batch_size,batch_sizes,batch_theta_mode,budget,coverage_error,design_space,estimator,final_simulations,initial,initial_design_mode,method,policy,policy_label,posterior_mean_predictive_rmse,pred0,prey0,prior_std_normalized_rmse,prior_std_normalized_rmse_alpha,prior_std_normalized_rmse_beta,prior_std_normalized_rmse_delta,prior_std_normalized_rmse_gamma,psi0_unit,psi1_unit,range_normalized_rmse,range_normalized_rmse_alpha,range_normalized_rmse_beta,range_normalized_rmse_delta,range_normalized_rmse_gamma,raw_rmse,replicate,reward_abs_neg_coverage_error,reward_abs_neg_predictive_rmse,reward_abs_neg_prior_std_rmse,reward_abs_neg_range_rmse,reward_abs_neg_range_rmse_alpha,reward_abs_neg_range_rmse_beta,reward_abs_neg_range_rmse_delta,reward_abs_neg_range_rmse_gamma,reward_abs_neg_raw_rmse,reward_abs_rmse_coverage,reward_abs_rmse_coverage_predictive,reward_abs_rmse_predictive,reward_delta_neg_coverage_error,reward_delta_neg_predictive_rmse,reward_delta_neg_prior_std_rmse,reward_delta_neg_range_rmse,reward_delta_neg_range_rmse_alpha,reward_delta_neg_range_rmse_beta,reward_delta_neg_range_rmse_delta,reward_delta_neg_range_rmse_gamma,reward_delta_neg_raw_rmse,reward_delta_rmse_coverage,reward_delta_rmse_coverage_predictive,reward_delta_rmse_predictive,rmse_alpha,rmse_beta,rmse_delta,rmse_gamma,role,seed,simulations,t_end,t_span,t_start,target_mode,validation
56,56,"14,56,112,224",paired,556,0.31333333333333335,wide_window,rectified_fmpe,556,500,categorical,rectified_fmpe,short_early,short early,0.9455960556157849,15.0,40.0,0.8893901542557957,0.971712135183534,0.8029372003721679,0.7734268558891393,1.0094844255783413,0.0,0.0,0.25674482248709324,0.28050913141151973,0.23178800438861782,0.22326910172304024,0.2914130524251951,0.20247210246337666,1,-0.31333333333333335,-0.9455960556157849,-0.8893901542557957,-0.25674482248709324,-0.28050913141151973,-0.23178800438861782,-0.22326910172304024,-0.2914130524251951,-0.20247210246337666,-0.33507815582042655,-0.42963776138200505,-0.35130442804867174,-0.020833333333333315,-0.03414733550767113,-0.030289955144152336,-0.008743956878109,-0.02473802568464173,0.03176622150173805,-0.023140846278256966,-0.01886317705127538,-0.015324742859979978,-0.013952290211442286,-0.017367023762209444,-0.012158690428876129,0.28050913141151973,0.013907280263317069,0.013396146103382413,0.2914130524251951,one_batch_probe,10717,556,2.0,2.0,0.0,validation_set,100
112,112,"14,56,112,224",paired,612,0.3591666666666667,wide_window,rectified_fmpe,612,500,categorical,rectified_fmpe,short_early,short early,0.9817487794743682,15.0,40.0,0.9567357034368904,0.9541448418175748,0.9981186414255993,0.7850010561221002,1.0896782743822873,0.0,0.0,0.2761858079613073,0.27543789063463486,0.28813203315512664,0.22661028553311757,0.31456302252235024,0.20934401530721858,1,-0.3591666666666667,-0.9817487794743682,-0.9567357034368904,-0.2761858079613073,-0.27543789063463486,-0.28813203315512664,-0.22661028553311757,-0.31456302252235024,-0.20934401530721858,-0.365977474627974,-0.4641523525754108,-0.37436068590874416,-0.06666666666666665,-0.0703000593662545,-0.09763550432524704,-0.028184942352323078,-0.019666784907756862,-0.024577807264770768,-0.026482030088334302,-0.04201314714843052,-0.0221966557038219,-0.04485160901898971,-0.05188161495561522,-0.035214948288948555,0.27543789063463486,0.0172879219893076,0.013596617131987053,0.31456302252235024,one_batch_probe,10717,612,2.0,2.0,0.0,validation_set,100
224,224,"14,56,112,224",paired,724,0.37000000000000005,wide_window,rectified_fmpe,724,500,categorical,rectified_fmpe,short_early,short early,0.9506844371941777,15.0,40.0,0.8840278923757255,0.8991561934918164,0.9327577082162222,0.7620614125925514,0.9421362552023124,0.0,0.0,0.2551968708171313,0.25956403517800974,0.2692639569636671,0.219988180849668,0.2719713102771805,0.1882665094576152,1,-0.37000000000000005,-0.9506844371941777,-0.8840278923757255,-0.2551968708171313,-0.25956403517800974,-0.2692639569636671,-0.219988180849668,-0.2719713102771805,-0.1882665094576152,-0.34769687081713135,-0.4427653145365491,-0.3502653145365491,-0.07750000000000001,-0.03923571708606399,-0.024927693264082174,-0.007196005208147088,-0.0037929294511317435,-0.005709731073311242,-0.019859925404884737,0.0005785650967392031,-0.0011191498542185152,-0.02657100520814709,-0.030494576916753502,-0.01111957691675347,0.25956403517800974,0.016155837417820028,0.01319929085098008,0.2719713102771805,one_batch_probe,10717,724,2.0,2.0,0.0,validation_set,100
14,14,"14,56,112,224",paired,514,0.3275,wide_window,rectified_fmpe,514,500,categorical,rectified_fmpe,short_middle,short middle,0.9339114485557317,15.0,40.0,0.8665183676521142,0.9126845994759413,0.8667807401096974,0.7261603729302115,0.9604477580926064,0.0,0.5,0.2501423064108516,0.2634693495963303,0.2502180468153584,0.20962444339304834,0.2772573858386695,0.19148847321731793,1,-0.3275,-0.9339114485557317,-0.8665183676521142,-0.2501423064108516,-0.2634693495963303,-0.2502180468153584,-0.20962444339304834,-0.2772573858386695,-0.19148847321731793,-0.3320173064108516,-0.4254084512664248,-0.34353345126642476,-0.034999999999999976,-0.022462728447617986,-0.0074181685404708375,-0.0021414408018673725,-0.0076982438694522815,0.013336179074997456,-0.009496187948265067,-0.0047075104647497645,-0.004341113613921255,-0.010891440801867325,-0.01313771364662919,-0.004387713646629154,0.2634693495963303,0.015013082808921505,0.0125774666035829,0.2772573858386695,one_batch_probe,10717,514,21.0,2.0,19.0,validation_set,100
56,56,"14,56,112,224",paired,556,0.32749999999999996,wide_window,rectified_fmpe,556,500,categorical,rectified_fmpe,short_middle,short middle,0.9457123562526514,15.0,40.0,0.8285700005792267,0.8171640404555556,0.8105926633285531,0.7293063867933935,0.9572169117394048,0.0,0.5,0.23918755643843248,0.23589493936454867,0.2339979461879379,0.21053261936843956,0.27632472083280385,0.18190550997882732,1,-0.32749999999999996,-0.9457123562526514,-0.8285700005792267,-0.23918755643843248,-0.23589493936454867,-0.2339979461879379,-0.21053261936843956,-0.27632472083280385,-0.18190550997882732,-0.32106255643843246,-0.4156337920636976,-0.33375879206369763,-0.03499999999999992,-0.034263636144537646,0.030530198532416675,0.008813309170551759,0.019876166362329334,0.029556279702417976,-0.01040436392365629,-0.003774845458884124,0.005241849624569361,6.330917055180629e-05,-0.0033630544439020027,0.005386945556097977,0.23589493936454867,0.014039876771276273,0.012631957162106373,0.27632472083280385,one_batch_probe,10717,556,21.0,2.0,19.0,validation_set,100
112,112,"14,56,112,224",paired,612,0.30583333333333335,wide_window,rectified_fmpe,612,500,categorical,rectified_fmpe,short_middle,short middle,1.084341560102547,15.0,40.0,0.9225705891697628,0.920737874641117,0.90474258606995,0.8035214802482523,1.061280415719732,0.0,0.5,0.26632318900179713,0.26579412988856643,0.2611766878074019,0.23195667146048754,0.3063652668507326,0.20306738905510002,1,-0.30583333333333335,-1.084341560102547,-0.9225705891697628,-0.26632318900179713,-0.26579412988856643,-0.2611766878074019,-0.23195667146048754,-0.3063652668507326,-0.20306738905510002,-0.3427815223351305,-0.4512156783453852,-0.3747573450120518,-0.013333333333333308,-0.17289283999443328,-0.06347039005811939,-0.018322323392812895,-0.010023024161688432,0.0023775380829539894,-0.03182841601570427,-0.033815391476812895,-0.015920029451703344,-0.021655656726146222,-0.03894494072558957,-0.03561160739225622,0.26579412988856643,0.015670601268444113,0.013917400287629252,0.3063652668507326,one_batch_probe,10717,612,21.0,2.0,19.0,validation_set,100
224,224,"14,56,112,224",paired,724,0.3491666666666667,wide_window,rectified_fmpe,724,500,categorical,rectified_fmpe,short_middle,short middle,0.9309347504172383,15.0,40.0,0.9326460331094056,0.8948730761744085,0.9381908820469279,0.8658723111656443,1.031647863050642,0.0,0.5,0.26923171913717603,0.25832760570992164,0.27083237915052316,0.2499558059676641,0.2978110857205952,0.19742946572574993,1,-0.3491666666666667,-0.9309347504172383,-0.9326460331094056,-0.26923171913717603,-0.25832760570992164,-0.27083237915052316,-0.2499558059676641,-0.2978110857205952,-0.19742946572574993,-0.3565233858038427,-0.4496168608455665,-0.36232519417889986,-0.05666666666666664,-0.019486030309124547,-0.07354583399776227,-0.02123085352819179,-0.0025564999830436363,-0.007278153260167286,-0.04982755052288082,-0.0252612103466755,-0.010282106122353252,-0.03539752019485842,-0.03734612322577091,-0.02317945655910425,0.25832760570992164,0.01624994274903139,0.014997348358059845,0.2978110857205952,one_batch_probe,10717,724,21.0,2.0,19.0,validation_set,100
14,14,"14,56,112,224",paired,514,0.33,wide_window,rectified_fmpe,514,500,categorical,rectified_fmpe,short_late,short late,0.9518465512869503,15.0,40.0,0.8312811402354793,0.8849248146773536,0.8752965309067355,0.6541746684278764,0.9107285469299516,0.0,1.0,0.23997019504360656,0.25545578998327495,0.2526763438698747,0.18884396045693433,0.2629046858643422,0.1835311697229905,1,-0.33,-0.9518465512869503,-0.8312811402354793,-0.23997019504360656,-0.25545578998327495,-0.2526763438698747,-0.18884396045693433,-0.2629046858643422,-0.1835311697229905,-0.3224701950436066,-0.4176548501723016,-0.3351548501723016,-0.03749999999999998,-0.04039783117883655,0.027819058876164093,0.008030670565377679,0.0003153157436030507,0.010877882020481178,0.011284294987848942,0.009645189509577545,0.0036161898804061843,-0.0013443294346223156,-0.005384112552505982,0.003990887447493985,0.25545578998327495,0.01516058063219248,0.01133063762741606,0.2629046858643422,one_batch_probe,10717,514,40.0,2.0,38.0,validation_set,100
56,56,"14,56,112,224",paired,556,0.3325,wide_window,rectified_fmpe,556,500,categorical,rectified_fmpe,short_late,short late,0.9533961158932822,15.0,40.0,0.8780372335793933,0.9083456131479276,0.8489715843117509,0.7690753246543263,0.9857564122035686,0.0,1.0,0.25346751658278854,0.2622167921340859,0.24507698636836622,0.22201292285813706,0.28456336497056506,0.1937315305017808,1,-0.3325,-0.9533961158932822,-0.8780372335793933,-0.25346751658278854,-0.2622167921340859,-0.24507698636836622,-0.22201292285813706,-0.28456336497056506,-0.1937315305017808,-0.33659251658278855,-0.4319321281721168,-0.3488071281721168,-0.03999999999999998,-0.041947395785168484,-0.01893703446774997,-0.0054666509738043045,-0.0064456864072078845,0.018477239521989652,-0.021884667413353792,-0.012013489596645333,-0.006584170898384117,-0.015466650973804286,-0.01966139055232119,-0.00966139055232118,0.2622167921340859,0.014704619182101973,0.013320775371488224,0.28456336497056506,one_batch_probe,10717,556,40.0,2.0,38.0,validation_set,100
112,112,"14,56,112,224",paired,612,0.31333333333333335,wide_window,rectified_fmpe,612,500,categorical,rectified_fmpe,short_late,short late,0.9811052556508039,15.0,40.0,0.8395140601662411,0.8758781678882516,0.7684058389488377,0.759356855019552,0.9544153788083231,0.0,1.0,0.24234683431272752,0.2528442480037992,0.22181965898199585,0.219207442328263,0.275515987936852,0.1872093710711386,1,-0.31333333333333335,-0.9811052556508039,-0.8395140601662411,-0.24234683431272752,-0.2528442480037992,-0.22181965898199585,-0.219207442328263,-0.275515987936852,-0.1872093710711386,-0.3206801676460609,-0.41879069321114126,-0.3404573598778079,-0.020833333333333315,-0.06965653554269013,0.019586138945402287,0.005654031296256717,0.002926857723078824,0.04173456690836003,-0.019079186883479732,-0.002966112562932277,-6.201146774192923e-05,0.0004456979629233748,-0.006519955591345661,-0.0013116222580122905,0.2528442480037992,0.01330917953891975,0.01315244653969578,0.275515987936852,one_batch_probe,10717,612,40.0,2.0,38.0,validation_set,100
224,224,"14,56,112,224",paired,724,0.3266666666666667,wide_window,rectified_fmpe,724,500,categorical,rectified_fmpe,short_late,short late,0.9666317126192382,15.0,40.0,0.9274404569883863,0.988322732201469,0.9005494513197365,0.8101157040322539,1.0107739404000857,0.0,1.0,0.26772899874979716,0.28530419774137233,0.2599662340690098,0.23386025989888248,0.2917853032899242,0.20431429923973668,1,-0.3266666666666667,-0.9666317126192382,-0.9274404569883863,-0.26772899874979716,-0.28530419774137233,-0.2599662340690098,-0.23386025989888248,-0.2917853032899242,-0.20431429923973668,-0.34939566541646383,-0.44605883667838764,-0.364392170011721,-0.03416666666666668,-0.05518299251112446,-0.06834025787674292,-0.019728133140812926,-0.029533092014494333,0.0035879918213460593,-0.03373200445409921,-0.019235427916004466,-0.01716693963634,-0.028269799807479568,-0.033788099058592036,-0.025246432391925366,0.28530419774137233,0.01559797404414059,0.014031615593932949,0.2917853032899242,one_batch_probe,10717,724,40.0,2.0,38.0,validation_set,100
14,14,"14,56,112,224",paired,514,0.31583333333333335,wide_window,rectified_fmpe,514,500,categorical,rectified_fmpe,medium_early,medium early,0.9169805054655198,15.0,40.0,0.8395121280936763,0.8927051643880085,0.8335292222733413,0.7135266719454528,0.9182874537679021,0.5,0.0,0.24234627657141977,0.25770178348319295,0.24061916042846648,0.20597740806084253,0.2650867543131772,0.1850961668332853,1,-0.31583333333333335,-0.9169805054655198,-0.8395121280936763,-0.24234627657141977,-0.25770178348319295,-0.24061916042846648,-0.20597740806084253,-0.2650867543131772,-0.1850961668332853,-0.3213046099047531,-0.41300266045130507,-0.3340443271179718,-0.023333333333333317,-0.0055317853574060605,0.019588071017967112,0.005654589037564467,-0.0019306777563149469,0.022935065461889392,-0.0058491526160592555,0.007463121060742539,0.002051192770111371,-0.0001787442957688623,-0.0007319228315094684,0.005101410501823833,0.25770178348319295,0.014437149625707989,0.01235864448365055,0.2650867543131772,one_batch_probe,10717,514,13.0,13.0,0.0,validation_set,100
56,56,"14,56,112,224",paired,556,0.25666666666666665,wide_window,rectified_fmpe,556,500,categorical,rectified_fmpe,medium_early,medium early,0.9361953822167673,15.0,40.0,0.8426849708227285,0.8637305295119065,0.8275488260057089,0.7160852578091882,0.9633752699641103,0.5,0.0,0.24326219737327712,0.24933752686049865,0.23889276873097742,0.2067160081794287,0.27810248572220375,0.18699564126774512,1,-0.25666666666666665,-0.9361953822167673,-0.8426849708227285,-0.24326219737327712,-0.24933752686049865,-0.23889276873097742,-0.2067160081794287,-0.27810248572220375,-0.18699564126774512,-0.3074288640399438,-0.40104840226162053,-0.3368817355949538,0.035833333333333384,-0.024746662108653616,0.01641522828891484,0.004738668235707122,0.0064335788663793525,0.024661457159378453,-0.00658775273464543,-0.005552610348284026,0.00015171833565155723,0.013697001569040468,0.011222335358175073,0.0022640020248417825,0.24933752686049865,0.014333566123858645,0.01240296049076572,0.27810248572220375,one_batch_probe,10717,556,13.0,13.0,0.0,validation_set,100
112,112,"14,56,112,224",paired,612,0.3116666666666667,wide_window,rectified_fmpe,612,500,categorical,rectified_fmpe,medium_early,medium early,0.9491846712451069,15.0,40.0,0.8646428699626977,0.9037726512464205,0.8390944093269201,0.7123839998805016,1.0033204193969487,0.5,0.0,0.24960089686292708,0.26089669174167135,0.2422256915502037,0.20564754704869498,0.2896336571111383,0.19513982820700382,1,-0.3116666666666667,-0.9491846712451069,-0.8646428699626977,-0.24960089686292708,-0.26089669174167135,-0.2422256915502037,-0.20564754704869498,-0.2896336571111383,-0.19513982820700382,-0.32751756352959377,-0.42243603065410446,-0.34451936398743777,-0.019166666666666665,-0.03773595113699313,-0.00554267085105431,-0.0016000312539428407,-0.0051255860147933485,0.021328534340152167,-0.005519291603911708,-0.017083781737218584,-0.007992468603607139,-0.006391697920609507,-0.010165293034308853,-0.005373626367642159,0.26089669174167135,0.014533541493012222,0.012338852822921699,0.2896336571111383,one_batch_probe,10717,612,13.0,13.0,0.0,validation_set,100
224,224,"14,56,112,224",paired,724,0.35333333333333333,wide_window,rectified_fmpe,724,500,categorical,rectified_fmpe,medium_early,medium early,0.9181967903872533,15.0,40.0,0.8420233370543944,0.8773323751475315,0.8982839740089432,0.6833338913505399,0.9091431077105628,0.5,0.0,0.24307120015615083,0.25326404148010057,0.25931224710139505,0.19726150305881437,0.26244700898429324,0.1826220585137134,1,-0.35333333333333333,-0.9181967903872533,-0.8420233370543944,-0.24307120015615083,-0.25326404148010057,-0.25931224710139505,-0.19726150305881437,-0.26244700898429324,-0.1826220585137134,-0.3314045334894842,-0.4232242125282095,-0.33489087919487615,-0.060833333333333295,-0.006748070279139595,0.01707686205724901,0.004929665452833409,0.002507064246777435,0.004241978788960821,0.002866752385968896,0.010102866389626486,0.00452530108968327,-0.010278667880499914,-0.010953474908413918,0.004254858424919461,0.25326404148010057,0.015558734826083704,0.011835690183528862,0.26244700898429324,one_batch_probe,10717,724,13.0,13.0,0.0,validation_set,100
14,14,"14,56,112,224",paired,514,0.3708333333333334,wide_window,rectified_fmpe,514,500,categorical,rectified_fmpe,medium_middle,medium middle,0.9965335560176427,15.0,40.0,0.9398860295625493,0.9610683460816025,0.9199362872830612,0.8248206759820932,1.0537188089034404,0.5,0.5,0.2713217260877533,0.27743653415992087,0.2655627315500902,0.2381052196557153,0.3041824189852866,0.2061285752160928,1,-0.3708333333333334,-0.9965335560176427,-0.9398860295625493,-0.2713217260877533,-0.27743653415992087,-0.2655627315500902,-0.2381052196557153,-0.3041824189852866,-0.2061285752160928,-0.3640300594210866,-0.46368341502285093,-0.37097508168951754,-0.07833333333333337,-0.08508483590952898,-0.08078583045090593,-0.02332086047876905,-0.021665428433042866,-0.0020085056597343165,-0.037976964210932024,-0.03163254361136686,-0.018981215612696112,-0.042904193812102365,-0.05141267740305533,-0.03182934406972193,0.27743653415992087,0.01593376389300541,0.014286313179342917,0.3041824189852866,one_batch_probe,10717,514,26.5,13.0,13.5,validation_set,100
56,56,"14,56,112,224",paired,556,0.29583333333333334,wide_window,rectified_fmpe,556,500,categorical,rectified_fmpe,medium_middle,medium middle,0.9101243822594854,15.0,40.0,0.8335979183307146,0.9084894175153138,0.8472944018783859,0.6614138759880617,0.9171939779410971,0.5,0.5,0.24063899127207491,0.2622583048791964,0.24459282550367453,0.1909337396737306,0.2647710950316981,0.18656752402148882,1,-0.29583333333333334,-0.9101243822594854,-0.8335979183307146,-0.24063899127207491,-0.2622583048791964,-0.24459282550367453,-0.1909337396737306,-0.2647710950316981,-0.18656752402148882,-0.31459732460540824,-0.4056097628313568,-0.33165142949802345,-0.0033333333333332993,0.0013243378486282875,0.025502280780928754,0.007361874336909324,-0.006487199152318379,0.018961400386681343,0.00919451577105268,0.007778780342221625,0.000579835581907856,0.006528541003576027,0.0066609747884388,0.007494308121772153,0.2622583048791964,0.014675569530220471,0.011456024380423835,0.2647710950316981,one_batch_probe,10717,556,26.5,13.0,13.5,validation_set,100
112,112,"14,56,112,224",paired,612,0.3491666666666667,wide_window,rectified_fmpe,612,500,categorical,rectified_fmpe,medium_middle,medium middle,0.9188274847787902,15.0,40.0,0.8577868859383497,0.857560646373955,0.9164714210803756,0.7065141059403864,0.950601370358682,0.5,0.5,0.2476217447519186,0.24755643501521624,0.2645625108326769,0.20395305462547497,0.27441497853430613,0.18506045875314076,1,-0.3491666666666667,-0.9188274847787902,-0.8577868859383497,-0.2476217447519186,-0.24755643501521624,-0.2645625108326769,-0.20395305462547497,-0.27441497853430613,-0.18506045875314076,-0.33491341141858527,-0.4267961598964643,-0.3395044932297976,-0.05666666666666664,-0.007378764670676441,0.0013133131732936398,0.00037912085706565124,0.008214670711661765,-0.001008284942321025,-0.0038247991806917014,-0.0018651031603864054,0.002086900850255924,-0.01378754580960101,-0.014525422276668698,-0.00035875561000198175,0.24755643501521624,0.015873750649960612,0.012237183277528497,0.27441497853430613,one_batch_probe,10717,612,26.5,13.0,13.5,validation_set,100
224,224,"14,56,112,224",paired,724,0.32583333333333336,wide_window,rectified_fmpe,724,500,categorical,rectified_fmpe,medium_middle,medium middle,0.9639984182493273,15.0,40.0,0.8203369568303877,0.8875591403954883,0.8022500677529897,0.6754964669324335,0.9160421522406392,0.5,0.5,0.2368108814261114,0.25621625431452405,0.23158964628729206,0.19499903351004083,0.26443859159258865,0.18432614294562988,1,-0.32583333333333336,-0.9639984182493273,-0.8203369568303877,-0.2368108814261114,-0.25621625431452405,-0.23158964628729206,-0.19499903351004083,-0.26443859159258865,-0.18432614294562988,-0.31826921475944475,-0.41466905658437747,-0.3332107232510441,-0.033333333333333326,-0.052549698141213574,0.038763242281255716,0.011189984182872842,-0.00044514858764604925,0.031964579603063814,0.0051292219347424395,0.00811128378133108,0.0028212166577668008,0.0028566508495395104,-0.0023983189645818692,0.00593501436875149,0.25621625431452405,0.013895378777237523,0.011699942010602449,0.26443859159258865,one_batch_probe,10717,724,26.5,13.0,13.5,validation_set,100
14,14,"14,56,112,224",paired,514,0.26500000000000007,wide_window,rectified_fmpe,514,500,categorical,rectified_fmpe,medium_late,medium late,0.9457433764927645,15.0,40.0,0.8178815125045165,0.8455456582150562,0.8547005040784716,0.6995772397581097,0.8717026479664286,0.5,1.0,0.2361020557048505,0.24408800669129105,0.24673078305310722,0.20195055384664,0.2516388792283636,0.17554704279028216,1,-0.26500000000000007,-0.9457433764927645,-0.8178815125045165,-0.2361020557048505,-0.24408800669129105,-0.24673078305310722,-0.20195055384664,-0.2516388792283636,-0.17554704279028216,-0.3023520557048505,-0.39692639335412694,-0.33067639335412696,0.02749999999999997,-0.03429465638465079,0.04121868660712691,0.01189880990413375,0.011683099035586952,0.016823442837248653,-0.0018222984018567423,0.020910996145556138,0.01160031681311452,0.018773809904133743,0.015344344265668663,0.008469344265668644,0.24408800669129105,0.014803846983186432,0.0121170332307984,0.2516388792283636,one_batch_probe,10717,514,40.0,13.0,27.0,validation_set,100
56,56,"14,56,112,224",paired,556,0.36416666666666675,wide_window,rectified_fmpe,556,500,categorical,rectified_fmpe,medium_late,medium late,0.8973143532200097,15.0,40.0,0.8672466378054251,0.9658144100331717,0.8830767664433431,0.6919891883005567,0.9281061864446286,0.5,1.0,0.25035253989538003,0.2788066048099357,0.2549223044105842,0.19976007207081853,0.2679211782901817,0.1935797527801462,1,-0.36416666666666675,-0.8973143532200097,-0.8672466378054251,-0.25035253989538003,-0.2788066048099357,-0.2549223044105842,-0.19976007207081853,-0.2679211782901817,-0.1935797527801462,-0.3413942065620467,-0.4311256418840477,-0.340083975217381,-0.07166666666666671,0.014134366888103989,-0.008146438693781732,-0.002351674286395794,-0.023035499083057687,0.008631921479771654,0.0003681833739647422,0.0046286970837380315,-0.006432393176749512,-0.020268340953062458,-0.01885490426425207,-0.0009382375975853785,0.2788066048099357,0.015295338264635052,0.01198560432424911,0.2679211782901817,one_batch_probe,10717,556,40.0,13.0,27.0,validation_set,100
112,112,"14,56,112,224",paired,612,0.2883333333333334,wide_window,rectified_fmpe,612,500,categorical,rectified_fmpe,medium_late,medium late,0.8849625967147208,15.0,40.0,0.7438714795431918,0.7784964159963613,0.7463045935053483,0.6257344471708361,0.8249504615002217,0.5,1.0,0.21473719947837352,0.2247325576693291,0.21543957897888352,0.18063397575765197,0.23814268550762951,0.16393688982408985,1,-0.2883333333333334,-0.8849625967147208,-0.7438714795431918,-0.21473719947837352,-0.2247325576693291,-0.21543957897888352,-0.18063397575765197,-0.23814268550762951,-0.16393688982408985,-0.2868205328117069,-0.37531679248317895,-0.3032334591498456,0.004166666666666652,0.026486123393392957,0.1152287195684516,0.033263666130610714,0.03103854805754891,0.04811464691147235,0.0194942796871313,0.03440718986629021,0.023210469779306825,0.03430533279727738,0.03695394513661665,0.03591227846994999,0.2247325576693291,0.012926374738733011,0.010838038545459118,0.23814268550762951,one_batch_probe,10717,612,40.0,13.0,27.0,validation_set,100
224,224,"14,56,112,224",paired,724,0.2908333333333334,wide_window,rectified_fmpe,724,500,categorical,rectified_fmpe,medium_late,medium late,0.9530125474494169,15.0,40.0,0.8044675820772329,0.8824272866159643,0.7764615939091299,0.6956587687820506,0.8633226790017865,0.5,1.0,0.23222978753330886,0.25473481573399903,0.22414515512942101,0.20081938871022026,0.2492197905595952,0.17841411132000093,1,-0.2908333333333334,-0.9530125474494169,-0.8044675820772329,-0.23222978753330886,-0.25473481573399903,-0.22414515512942101,-0.20081938871022026,-0.2492197905595952,-0.17841411132000093,-0.3049381208666422,-0.4002393756115839,-0.3275310422782506,0.0016666666666666496,-0.04156382734130315,0.05463261703441047,0.015771078075675377,0.0010362899928789693,0.03940907076093486,-0.0006911332654369884,0.023330084814324525,0.00873324828339575,0.01618774474234208,0.012031362008211699,0.011614695341545023,0.25473481573399903,0.01344870930776526,0.012049163322613216,0.2492197905595952,one_batch_probe,10717,724,40.0,13.0,27.0,validation_set,100
14,14,"14,56,112,224",paired,514,0.2841666666666667,wide_window,rectified_fmpe,514,500,categorical,rectified_fmpe,long_early,long early,0.9473935064633506,15.0,40.0,0.8149861898238754,0.8980575639373958,0.8762561180748003,0.6493740141053687,0.8362570631779368,1.0,0.0,0.23526624804032095,0.25924688814351754,0.2529533528247712,0.18745813092424124,0.24140662026875387,0.17737175560110852,1,-0.2841666666666667,-0.9473935064633506,-0.8149861898238754,-0.23526624804032095,-0.25924688814351754,-0.2529533528247712,-0.18745813092424124,-0.24140662026875387,-0.17737175560110852,-0.3063079147069876,-0.4010472653533227,-0.330005598686656,0.00833333333333336,-0.0359447863552369,0.044114009287767986,0.012734617568663287,-0.003475782416639539,0.01060087306558466,0.012670124520542031,0.031143255105165857,0.009775604002288163,0.014817950901996668,0.011223472266472911,0.009140138933139585,0.25924688814351754,0.015177201169486274,0.011247487855454473,0.24140662026875387,one_batch_probe,10717,514,24.0,24.0,0.0,validation_set,100
56,56,"14,56,112,224",paired,556,0.30333333333333334,wide_window,rectified_fmpe,556,500,categorical,rectified_fmpe,long_early,long early,0.9333226357622576,15.0,40.0,0.8442106672329364,0.9731878327939963,0.8583574927883831,0.6689749958570163,0.8763223474923496,1.0,0.0,0.2437026279898447,0.2809351286178412,0.24778646476115265,0.19311644696958855,0.25297247161079645,0.18925836138962962,1,-0.30333333333333334,-0.9333226357622576,-0.8442106672329364,-0.2437026279898447,-0.2809351286178412,-0.24778646476115265,-0.19311644696958855,-0.25297247161079645,-0.18925836138962962,-0.3195359613231781,-0.4128682248994038,-0.33703489156607047,-0.010833333333333306,-0.02187391565414387,0.014889531878707007,0.004298237619139528,-0.0251640228909632,0.015767761129203223,0.007011808475194725,0.01957740376312328,-0.002111001786232941,0.0015899042858061874,-0.0005974872796081776,0.002110846053725135,0.2809351286178412,0.014867187885669158,0.011586986818175313,0.25297247161079645,one_batch_probe,10717,556,24.0,24.0,0.0,validation_set,100
112,112,"14,56,112,224",paired,612,0.3175,wide_window,rectified_fmpe,612,500,categorical,rectified_fmpe,long_early,long early,0.939000362561304,15.0,40.0,0.8118841800672398,0.9047997021339049,0.8110177917535878,0.6528254655047447,0.8788937608767216,1.0,0.0,0.23437077495630976,0.26119317579485163,0.2341206701932549,0.1884544791215036,0.2537147747156289,0.18228977019767753,1,-0.3175,-0.939000362561304,-0.8118841800672398,-0.23437077495630976,-0.26119317579485163,-0.2341206701932549,-0.1884544791215036,-0.2537147747156289,-0.18228977019767753,-0.31374577495630973,-0.40764581121244015,-0.3282708112124402,-0.024999999999999967,-0.027551642453190306,0.047216019044403534,0.013630090652674481,-0.005422070067973628,0.029433555697100988,0.011673776323279678,0.018835100658290804,0.004857589405719148,0.007380090652674531,0.004624926407355456,0.010874926407355434,0.26119317579485163,0.014047240211595292,0.011307268747290215,0.2537147747156289,one_batch_probe,10717,612,24.0,24.0,0.0,validation_set,100
