batch,batch_size,batch_sizes,batch_theta_mode,budget,coverage_error,design_space,estimator,final_simulations,initial,initial_design_mode,method,policy,policy_label,posterior_mean_predictive_rmse,pred0,prey0,prior_std_normalized_rmse,prior_std_normalized_rmse_alpha,prior_std_normalized_rmse_beta,prior_std_normalized_rmse_delta,prior_std_normalized_rmse_gamma,psi0_unit,psi1_unit,range_normalized_rmse,range_normalized_rmse_alpha,range_normalized_rmse_beta,range_normalized_rmse_delta,range_normalized_rmse_gamma,raw_rmse,replicate,reward_abs_neg_coverage_error,reward_abs_neg_predictive_rmse,reward_abs_neg_prior_std_rmse,reward_abs_neg_range_rmse,reward_abs_neg_range_rmse_alpha,reward_abs_neg_range_rmse_beta,reward_abs_neg_range_rmse_delta,reward_abs_neg_range_rmse_gamma,reward_abs_neg_raw_rmse,reward_abs_rmse_coverage,reward_abs_rmse_coverage_predictive,reward_abs_rmse_predictive,reward_delta_neg_coverage_error,reward_delta_neg_predictive_rmse,reward_delta_neg_prior_std_rmse,reward_delta_neg_range_rmse,reward_delta_neg_range_rmse_alpha,reward_delta_neg_range_rmse_beta,reward_delta_neg_range_rmse_delta,reward_delta_neg_range_rmse_gamma,reward_delta_neg_raw_rmse,reward_delta_rmse_coverage,reward_delta_rmse_coverage_predictive,reward_delta_rmse_predictive,rmse_alpha,rmse_beta,rmse_delta,rmse_gamma,role,seed,simulations,t_end,t_span,t_start,target_mode,validation
112,112,"14,56,112,224",paired,612,0.28250000000000003,wide_window,rectified_fmpe,612,500,categorical,rectified_fmpe,short_late,short late,1.092305108547284,15.0,40.0,0.8652728666457252,1.00121330934663,0.8146676284767426,0.7486888621552497,0.8965216666042789,0.0,1.0,0.24978276124019438,0.2890253868337565,0.2351742873005607,0.216127858052304,0.2588035127741562,0.19421778881310434,0,-0.28250000000000003,-1.092305108547284,-0.8652728666457252,-0.24978276124019438,-0.2890253868337565,-0.2351742873005607,-0.216127858052304,-0.2588035127741562,-0.19421778881310434,-0.3204077612401944,-0.4296382720949228,-0.3590132720949228,-0.027500000000000024,0.01616092813767378,0.03302033478928634,0.009532149589662975,0.014838032772316267,0.01788371962050314,-0.00249826655234453,0.007905112518177049,0.008181137830575724,0.002657149589662955,0.004273242403430355,0.01114824240343032,0.2890253868337565,0.014110457238033641,0.01296767148313824,0.2588035127741562,one_batch_probe,717,612,40.0,2.0,38.0,validation_set,100
224,224,"14,56,112,224",paired,724,0.3316666666666667,wide_window,rectified_fmpe,724,500,categorical,rectified_fmpe,short_late,short late,1.1082119566038895,15.0,40.0,0.9386009278758387,0.9941151747501816,0.8793388748592572,0.8747326391078027,1.0062170227861131,0.0,1.0,0.270950749185374,0.28697633187375465,0.2538432680544474,0.25251356232892086,0.29046983448437314,0.20444415986713968,0,-0.3316666666666667,-1.1082119566038895,-0.9386009278758387,-0.270950749185374,-0.28697633187375465,-0.2538432680544474,-0.25251356232892086,-0.29046983448437314,-0.20444415986713968,-0.3538674158520407,-0.46468861151242963,-0.38177194484576293,-0.07666666666666672,0.00025408008106819757,-0.04030772644082714,-0.011635838355516626,0.016887087732318118,-0.0007852611333835635,-0.03888397082896139,-0.02376120919203989,-0.0020452332234596193,-0.030802505022183346,-0.030777097014076493,-0.011610430347409828,0.28697633187375465,0.015230596083266844,0.015150813739735251,0.29046983448437314,one_batch_probe,717,724,40.0,2.0,38.0,validation_set,100
14,14,"14,56,112,224",paired,514,0.31583333333333335,wide_window,rectified_fmpe,514,500,categorical,rectified_fmpe,medium_early,medium early,1.0573540243269297,15.0,40.0,0.8386663690428757,0.9120623126863533,0.8626740141636787,0.7303996473792311,0.8495295019422396,0.5,0.0,0.24210212696359518,0.2632897108735894,0.24903253715014748,0.2108482165152034,0.2452380433154404,0.1801710831202982,0,-0.31583333333333335,-1.0573540243269297,-0.8386663690428757,-0.24210212696359518,-0.2632897108735894,-0.24903253715014748,-0.2108482165152034,-0.2452380433154404,-0.1801710831202982,-0.32106046029692853,-0.4267958627296215,-0.34783752939628815,-0.06083333333333335,0.05111201235802798,0.05962683239213584,0.017212783866262182,0.04057370873248339,0.004025469770916362,0.0027813749847560576,0.021470581976892833,0.022227843523381863,0.002004450532928803,0.0071156517687316345,0.022323985102064958,0.2632897108735894,0.014941952229008848,0.012650892990912205,0.2452380433154404,one_batch_probe,717,514,13.0,13.0,0.0,validation_set,100
56,56,"14,56,112,224",paired,556,0.3233333333333333,wide_window,rectified_fmpe,556,500,categorical,rectified_fmpe,medium_early,medium early,1.03008659769601,15.0,40.0,0.8984930849697699,0.9560181883776175,0.8777137503226222,0.8141203828978838,0.9461200182809562,0.5,0.0,0.25937261223615704,0.27597867920499797,0.253374135010101,0.23501631110942722,0.2731213236201019,0.19441543201308517,0,-0.3233333333333333,-1.03008659769601,-0.8984930849697699,-0.25937261223615704,-0.27597867920499797,-0.253374135010101,-0.23501631110942722,-0.2731213236201019,-0.19441543201308517,-0.34020594556949035,-0.4432146053390914,-0.36238127200575804,-0.0683333333333333,0.07837943898894761,-0.000199883534758305,-5.770140629968168e-05,0.027884740401074803,-0.00031612808903713763,-0.021386719609467753,-0.00641269832776864,0.00798349463059489,-0.01714103473963302,-0.00930309084073827,0.007780242492595069,0.27597867920499797,0.015202448100606057,0.014100978666565633,0.2731213236201019,one_batch_probe,717,556,13.0,13.0,0.0,validation_set,100
112,112,"14,56,112,224",paired,612,0.3233333333333333,wide_window,rectified_fmpe,612,500,categorical,rectified_fmpe,medium_early,medium early,1.0328060922606461,15.0,40.0,0.8514238581365343,0.954953929010154,0.822546135772286,0.7264419461098565,0.9017534216538405,0.5,0.0,0.24578489684479893,0.2756714539888516,0.2374486164545079,0.20970572656858064,0.2603137903672555,0.18981524570859523,0,-0.3233333333333333,-1.0328060922606461,-0.8514238581365343,-0.24578489684479893,-0.2756714539888516,-0.2374486164545079,-0.20970572656858064,-0.2603137903672555,-0.18981524570859523,-0.32661823017813224,-0.4298988394041969,-0.34906550607086356,-0.0683333333333333,0.07565994442431156,0.04686934329847725,0.013530013985058431,0.02819196561722115,0.015609390466555934,0.003923864931378834,0.0063948349250777525,0.012583680935084829,-0.003553319348274908,0.0040126750941562594,0.021096008427489543,0.2756714539888516,0.014246916987270474,0.012582343594114838,0.2603137903672555,one_batch_probe,717,612,13.0,13.0,0.0,validation_set,100
224,224,"14,56,112,224",paired,724,0.305,wide_window,rectified_fmpe,724,500,categorical,rectified_fmpe,medium_early,medium early,0.9783559332608588,15.0,40.0,0.8406288901775778,0.9536058680430309,0.8597530770112962,0.7493402680171493,0.7998163476388349,0.5,0.0,0.2426686580163005,0.2752823023077254,0.24818933522454045,0.21631590272716372,0.23088709180577235,0.17991623119078207,0,-0.305,-0.9783559332608588,-0.8406288901775778,-0.2426686580163005,-0.2752823023077254,-0.24818933522454045,-0.21631590272716372,-0.23088709180577235,-0.17991623119078207,-0.3189186580163005,-0.41675425134238636,-0.3405042513423864,-0.04999999999999999,0.1301101034240989,0.057664311257433765,0.01664625281355686,0.02858111729834739,0.004868671696523386,-0.002686311227204252,0.03582153348656089,0.022482695452897994,0.00414625281355685,0.017157263155966773,0.02965726315596673,0.2752823023077254,0.014891360113472427,0.012978954163629822,0.23088709180577235,one_batch_probe,717,724,13.0,13.0,0.0,validation_set,100
14,14,"14,56,112,224",paired,514,0.3841666666666667,wide_window,rectified_fmpe,514,500,categorical,rectified_fmpe,medium_middle,medium middle,1.0432238640487392,15.0,40.0,0.9275342741623411,0.9403602326746039,0.9427581712935473,0.8413152994688404,0.9857033932123727,0.5,0.5,0.2677560814351159,0.27145861673495086,0.27215084198852446,0.24286680731084284,0.2845480597061455,0.1969367666301695,0,-0.3841666666666667,-1.0432238640487392,-0.9275342741623411,-0.2677560814351159,-0.27145861673495086,-0.27215084198852446,-0.24286680731084284,-0.2845480597061455,-0.1969367666301695,-0.3637977481017826,-0.4681201345066565,-0.3720784678399899,-0.1291666666666667,0.06524217263621845,-0.029241072727329565,-0.008441170605258563,0.03240480287112191,-0.019092835067460623,-0.02923721581088337,-0.01783943441381225,0.0054621600135105475,-0.04073283727192528,-0.03420862000830338,-0.0019169533416367734,0.27145861673495086,0.016329050519311467,0.01457200843865057,0.2845480597061455,one_batch_probe,717,514,26.5,13.0,13.5,validation_set,100
56,56,"14,56,112,224",paired,556,0.32416666666666666,wide_window,rectified_fmpe,556,500,categorical,rectified_fmpe,medium_middle,medium middle,1.019051293107675,15.0,40.0,0.7992230132967236,0.8455216834684116,0.7911395611721228,0.6777648812184697,0.8824659273278905,0.5,0.5,0.23071581093470367,0.24408108577807652,0.22838231930464375,0.1956538683093791,0.2547459703467152,0.17663285789621194,0,-0.32416666666666666,-1.019051293107675,-0.7992230132967236,-0.23071581093470367,-0.24408108577807652,-0.22838231930464375,-0.1956538683093791,-0.2547459703467152,-0.17663285789621194,-0.31175747760137035,-0.41366260691213785,-0.3326209402454712,-0.06916666666666665,0.08941474357728274,0.09907018813828794,0.02859909989515369,0.05978233382799625,0.024675687616420083,0.017975723190580384,0.011962654945618045,0.025766068747468118,0.011307433228486985,0.02024890758621528,0.03754057425288193,0.24408108577807652,0.013702939158278625,0.011739232098562745,0.2547459703467152,one_batch_probe,717,556,26.5,13.0,13.5,validation_set,100
112,112,"14,56,112,224",paired,612,0.3225,wide_window,rectified_fmpe,612,500,categorical,rectified_fmpe,medium_middle,medium middle,0.9720532058062882,15.0,40.0,0.8458330548644863,0.9585235279100714,0.8902627731315206,0.7192961174076183,0.8152498010087349,0.5,0.5,0.24417097095774737,0.2767019084317348,0.2569967258584931,0.20764290350617057,0.235342346034591,0.18189485450374332,0,-0.3225,-0.9720532058062882,-0.8458330548644863,-0.24417097095774737,-0.2767019084317348,-0.2569967258584931,-0.20764290350617057,-0.235342346034591,-0.18189485450374332,-0.32479597095774737,-0.4220012915383762,-0.3413762915383762,-0.0675,0.1364128308786695,0.05246014657052522,0.01514393987210999,0.02716151117433796,-0.003938718937429253,0.005986687993788903,0.03136627925774224,0.02050407213993674,-0.0017310601278900384,0.011910222959976957,0.02878522295997693,0.2767019084317348,0.015419803551509584,0.012458574210370233,0.235342346034591,one_batch_probe,717,612,26.5,13.0,13.5,validation_set,100
224,224,"14,56,112,224",paired,724,0.35500000000000004,wide_window,rectified_fmpe,724,500,categorical,rectified_fmpe,medium_middle,medium middle,1.0037970045846842,15.0,40.0,0.81031162261949,0.8341090919915262,0.7679888594090131,0.7632733712309003,0.8758751678465206,0.5,0.5,0.23391681672342254,0.240786554397411,0.2216992873572137,0.22033804317271674,0.2528433819663487,0.17482824322816112,0,-0.35500000000000004,-1.0037970045846842,-0.81031162261949,-0.23391681672342254,-0.240786554397411,-0.2216992873572137,-0.22033804317271674,-0.2528433819663487,-0.17482824322816112,-0.32266681672342257,-0.423046517181891,-0.33429651718189096,-0.10000000000000003,0.10466903210027345,0.0879815788155216,0.025398094106434815,0.06307686520866176,0.03135871956385014,-0.006708451672757271,0.013865243325984544,0.027570683415518937,0.0003980941064347654,0.010864997316462122,0.035864997316462144,0.240786554397411,0.013301957241432821,0.013220282590363003,0.2528433819663487,one_batch_probe,717,724,26.5,13.0,13.5,validation_set,100
14,14,"14,56,112,224",paired,514,0.26666666666666666,wide_window,rectified_fmpe,514,500,categorical,rectified_fmpe,medium_late,medium late,1.0349489428991132,15.0,40.0,0.8296962035419443,0.9200689037011353,0.8087686748598885,0.6985689597759953,0.8913782758307581,0.5,1.0,0.23951266323027606,0.2656010146124272,0.23347140607124678,0.2016594884870939,0.25731874375033637,0.18513472557620114,0,-0.26666666666666666,-1.0349489428991132,-0.8296962035419443,-0.23951266323027606,-0.2656010146124272,-0.23347140607124678,-0.2016594884870939,-0.25731874375033637,-0.18513472557620114,-0.30617932989694274,-0.40967422418685406,-0.3430075575201874,-0.011666666666666659,0.07351709378584448,0.06859699789306728,0.019802247599581296,0.03826240499364558,0.01958660084981706,0.01197010301286558,0.00938988154199688,0.017264201067478918,0.01688558093291459,0.02423729031149907,0.027153956978165694,0.2656010146124272,0.014008284364274806,0.012099569309225632,0.25731874375033637,one_batch_probe,717,514,40.0,13.0,27.0,validation_set,100
56,56,"14,56,112,224",paired,556,0.36083333333333334,wide_window,rectified_fmpe,556,500,categorical,rectified_fmpe,medium_late,medium late,1.0388512719579568,15.0,40.0,0.9225346359195189,0.9717631000099807,0.9192257096242828,0.7817249126133353,1.017424821430477,0.5,1.0,0.26631281019244385,0.28052384368965383,0.26535760544880227,0.22566454436477293,0.29370524726654645,0.20334282632637357,0,-0.36083333333333334,-1.0388512719579568,-0.9225346359195189,-0.26631281019244385,-0.28052384368965383,-0.26535760544880227,-0.22566454436477293,-0.29370524726654645,-0.20334282632637357,-0.3565211435257772,-0.46040627072157286,-0.37019793738823953,-0.10583333333333333,0.0696147647270009,-0.02424143448450733,-0.0069978993625864905,0.023339575916418942,-0.012299598527738431,-0.012034952864813458,-0.02699662197421321,-0.0009438996826935109,-0.03345623269591985,-0.02649475622321973,-3.642288988642273e-05,0.28052384368965383,0.015921456326928134,0.013539872661886375,0.29370524726654645,one_batch_probe,717,556,40.0,13.0,27.0,validation_set,100
112,112,"14,56,112,224",paired,612,0.3175,wide_window,rectified_fmpe,612,500,categorical,rectified_fmpe,medium_late,medium late,0.9976834756060152,15.0,40.0,0.8427049337976968,0.9583558180992837,0.8067818061813941,0.7208466830513816,0.884835427858728,0.5,1.0,0.24326796018776303,0.27665349477953277,0.23289784648806017,0.208090513252082,0.2554299862313772,0.18850251264032664,0,-0.3175,-0.9976834756060152,-0.8427049337976968,-0.24326796018776303,-0.27665349477953277,-0.23289784648806017,-0.208090513252082,-0.2554299862313772,-0.18850251264032664,-0.32264296018776306,-0.42241130774836455,-0.3430363077483646,-0.0625,0.11078256107894247,0.055588267637314726,0.016046950642094326,0.02720992482654,0.02016016043300367,0.005539078247877471,0.011278639060956053,0.013896414003353424,0.0004219506420942709,0.011500206749988584,0.02712520674998853,0.27665349477953277,0.01397387078928361,0.01248543079512492,0.2554299862313772,one_batch_probe,717,612,40.0,13.0,27.0,validation_set,100
224,224,"14,56,112,224",paired,724,0.37166666666666676,wide_window,rectified_fmpe,724,500,categorical,rectified_fmpe,medium_late,medium late,1.056716870628519,15.0,40.0,0.8451945270649676,0.9059320480381793,0.805287232270258,0.7621525454538939,0.9074062824975391,0.5,1.0,0.24398664385927876,0.26152005590117594,0.23246640016310108,0.22001448864068207,0.26194563073215593,0.18532205906672378,0,-0.37166666666666676,-1.056716870628519,-0.8451945270649676,-0.24398664385927876,-0.26152005590117594,-0.23246640016310108,-0.22001448864068207,-0.26194563073215593,-0.18532205906672378,-0.33690331052594547,-0.44257499758879737,-0.34965833092213067,-0.11666666666666675,0.051749166056438645,0.05309867437004401,0.015328266970578597,0.04234336370489683,0.02059160675796276,-0.006384897140722601,0.004762994560177314,0.017076867576956284,-0.013838399696088133,-0.008663483090444235,0.02050318357622244,0.26152005590117594,0.013947984009786064,0.013200869318440923,0.26194563073215593,one_batch_probe,717,724,40.0,13.0,27.0,validation_set,100
14,14,"14,56,112,224",paired,514,0.38000000000000006,wide_window,rectified_fmpe,514,500,categorical,rectified_fmpe,long_early,long early,1.0118429325722718,15.0,40.0,0.8786755150195618,0.9827207824127454,0.8878901303168664,0.7436605590987398,0.9004305882498954,1.0,0.0,0.2536517725634385,0.28368705413211914,0.25631180287462735,0.21467631199068254,0.25993192125632514,0.1926430392872828,0,-0.38000000000000006,-1.0118429325722718,-0.8786755150195618,-0.2536517725634385,-0.28368705413211914,-0.25631180287462735,-0.21467631199068254,-0.25993192125632514,-0.1926430392872828,-0.34865177256343854,-0.4498360658206657,-0.3548360658206657,-0.12500000000000006,0.09662310411268593,0.01961768641544981,0.0056631382664188434,0.020176365473953628,-0.0032537959535635097,-0.0010467204907230743,0.006776704036008108,0.009755887356397264,-0.025586861733581212,-0.015924551322312575,0.015325448677687425,0.28368705413211914,0.015378708172477641,0.012880578719440951,0.25993192125632514,one_batch_probe,717,514,24.0,24.0,0.0,validation_set,100
56,56,"14,56,112,224",paired,556,0.3483333333333334,wide_window,rectified_fmpe,556,500,categorical,rectified_fmpe,long_early,long early,1.0901201675395547,15.0,40.0,0.8705345708619847,0.9278450292780954,0.8715450911049579,0.7759654029789231,0.9067827600859625,1.0,0.0,0.25130168441302114,0.2678457887099823,0.2515933964801722,0.22400191714585888,0.26176563531607117,0.18753074968377434,0,-0.3483333333333334,-1.0901201675395547,-0.8705345708619847,-0.25130168441302114,-0.2678457887099823,-0.2515933964801722,-0.22400191714585888,-0.26176563531607117,-0.18753074968377434,-0.3383850177463545,-0.44739703450031,-0.3603137011669766,-0.09333333333333338,0.018345869145403038,0.027758630573026855,0.008013226416836217,0.03601763089609045,0.0014646104408916338,-0.010372325645899405,0.00494298997626208,0.014868176959905721,-0.015320106916497156,-0.013485520001956852,0.00984781333137652,0.2678457887099823,0.01509560378881033,0.013440115028751531,0.26176563531607117,one_batch_probe,717,556,24.0,24.0,0.0,validation_set,100
112,112,"14,56,112,224",paired,612,0.31416666666666665,wide_window,rectified_fmpe,612,500,categorical,rectified_fmpe,long_early,long early,1.0049062921177754,15.0,40.0,0.8778166844210962,1.0294486698620087,0.8500927734776563,0.731317843209864,0.9004074511348557,1.0,0.0,0.25340384952483236,0.29717623333086646,0.24540064580174023,0.2111132768201958,0.2599252421465269,0.19764367572417224,0,-0.31416666666666665,-1.0049062921177754,-0.8778166844210962,-0.25340384952483236,-0.29717623333086646,-0.24540064580174023,-0.2111132768201958,-0.2599252421465269,-0.19764367572417224,-0.33194551619149903,-0.4324361454032766,-0.3538944787366099,-0.059166666666666645,0.10355974456718231,0.020476517013915396,0.0059110613050250005,0.006687186275206314,0.007657361119323608,0.0025163146797636815,0.006783383145806343,0.00475525091950782,-0.008880605361641702,0.0014753690950765619,0.01626703576174321,0.29717623333086646,0.014724038748104414,0.012666796609211746,0.2599252421465269,one_batch_probe,717,612,24.0,24.0,0.0,validation_set,100
224,224,"14,56,112,224",paired,724,0.3566666666666667,wide_window,rectified_fmpe,724,500,categorical,rectified_fmpe,long_early,long early,1.019710368424954,15.0,40.0,0.8706303760960202,0.8872488845220374,0.9429057489016938,0.7807491791652192,0.8716176917951307,1.0,0.0,0.2513293410018512,0.2561266911584968,0.2721934439744193,0.22538287438030935,0.2516143544941795,0.17983343506627622,0,-0.3566666666666667,-1.019710368424954,-0.8706303760960202,-0.2513293410018512,-0.2561266911584968,-0.2721934439744193,-0.22538287438030935,-0.2516143544941795,-0.17983343506627622,-0.3404960076685179,-0.4424670445110133,-0.35330037784434665,-0.10166666666666668,0.0887556682600037,0.027662825338991337,0.007985569828006134,0.04773672844757598,-0.019135437053355464,-0.01175328288034988,0.01509427079815373,0.02256549157740384,-0.017431096838660565,-0.008555530012660184,0.01686113665400646,0.2561266911584968,0.016331606638465158,0.01352297246281856,0.2516143544941795,one_batch_probe,717,724,24.0,24.0,0.0,validation_set,100
14,14,"14,56,112,224",paired,514,0.28250000000000003,wide_window,rectified_fmpe,514,500,categorical,rectified_fmpe,long_middle,long middle,1.0811253204677131,15.0,40.0,0.8597033674518311,0.9442898060512851,0.8206997263893163,0.7408431950375568,0.9329807423291664,1.0,0.5,0.24817498531077126,0.2725929868583645,0.236915603977362,0.21386300904111794,0.26932834136624056,0.1918406962505697,0,-0.28250000000000003,-1.0811253204677131,-0.8597033674518311,-0.24817498531077126,-0.2725929868583645,-0.236915603977362,-0.21386300904111794,-0.26932834136624056,-0.1918406962505697,-0.31879998531077125,-0.4269125173575426,-0.3562875173575426,-0.027500000000000024,0.027340716217244543,0.0385898339831805,0.011139925519086102,0.03127043274770824,0.01614240294370184,-0.00023341754115846491,-0.002619716073907319,0.010558230393110352,0.004264925519086082,0.006998997140810537,0.013873997140810501,0.2725929868583645,0.01421493623864172,0.012831780542467076,0.26932834136624056,one_batch_probe,717,514,32.0,24.0,8.0,validation_set,100
56,56,"14,56,112,224",paired,556,0.2816666666666667,wide_window,rectified_fmpe,556,500,categorical,rectified_fmpe,long_middle,long middle,1.064524160641105,15.0,40.0,0.8690945579513081,0.9323566599677925,0.8792719135645762,0.7590544143725906,0.9056952439002731,1.0,0.5,0.25088598849221333,0.2691481843065727,0.25382393799369274,0.21912013523379448,0.26145169643479327,0.1878846185127622,0,-0.2816666666666667,-1.064524160641105,-0.8690945579513081,-0.25088598849221333,-0.2691481843065727,-0.25382393799369274,-0.21912013523379448,-0.26145169643479327,-0.1878846185127622,-0.32130265515888,-0.4277550712229905,-0.3573384045563238,-0.026666666666666672,0.04394187604385258,0.02919864348370349,0.00842892233764403,0.03471523529950005,-0.0007659310726289004,-0.005490543733835007,0.0052569288575399775,0.014514308130917863,0.0017622556709773196,0.006156443275362633,0.012823109942029287,0.2691481843065727,0.015229436279621564,0.013147208114027668,0.26145169643479327,one_batch_probe,717,556,32.0,24.0,8.0,validation_set,100
112,112,"14,56,112,224",paired,612,0.30666666666666664,wide_window,rectified_fmpe,612,500,categorical,rectified_fmpe,long_middle,long middle,1.0500618191808588,15.0,40.0,0.8873243022803006,0.8720027131663731,0.8915356708034632,0.7703895785479924,1.0153692466033737,1.0,0.5,0.2561484623900142,0.2517255005903448,0.25736417976526654,0.2223923152777829,0.29311185392666267,0.19345334537447265,0,-0.30666666666666664,-1.0500618191808588,-0.8873243022803006,-0.2561484623900142,-0.2517255005903448,-0.25736417976526654,-0.2223923152777829,-0.29311185392666267,-0.19345334537447265,-0.33281512905668087,-0.43782131097476673,-0.36115464430810007,-0.05166666666666664,0.058404217504098854,0.010968899154710998,0.0031664484398431503,0.05213791901572795,-0.004306172844202705,-0.008762723777823417,-0.026403228634329423,0.008945581269207414,-0.009750218226823537,-0.003909796476413596,0.009006870190253036,0.2517255005903448,0.015441850785915992,0.013343538916666974,0.29311185392666267,one_batch_probe,717,612,32.0,24.0,8.0,validation_set,100
224,224,"14,56,112,224",paired,724,0.3583333333333334,wide_window,rectified_fmpe,724,500,categorical,rectified_fmpe,long_middle,long middle,1.0090990542926461,15.0,40.0,0.8442869325082426,0.9160454780223812,0.8433107196809927,0.7313325596280476,0.8864589727015486,1.0,0.5,0.24372464387845866,0.26443955166308064,0.24344283550915907,0.21111752508419565,0.25589866325739913,0.18424590119287945,0,-0.3583333333333334,-1.0090990542926461,-0.8442869325082426,-0.24372464387845866,-0.26443955166308064,-0.24344283550915907,-0.21111752508419565,-0.25589866325739913,-0.18424590119287945,-0.333307977211792,-0.43421788264105665,-0.3446345493077233,-0.10333333333333339,0.09936698239231156,0.05400626892676896,0.015590266951398701,0.03942386794299213,0.009615171411904766,0.0025120664157638195,0.010809962034934117,0.01815302545080061,-0.010243066381934673,-0.000306368142703517,0.025526965190629802,0.26443955166308064,0.014606570130549544,0.012667051505051739,0.25589866325739913,one_batch_probe,717,724,32.0,24.0,8.0,validation_set,100
14,14,"14,56,112,224",paired,514,0.3591666666666667,wide_window,rectified_fmpe,514,500,categorical,rectified_fmpe,long_late,long late,1.0258557648705822,15.0,40.0,0.8741328318346333,0.973958380925131,0.8546665612912197,0.770716395697302,0.8971899894248807,1.0,1.0,0.25234041288360776,0.28115756670330827,0.24672098461442873,0.22248665926234773,0.2589964409543462,0.19139362015857475,0,-0.3591666666666667,-1.0258557648705822,-0.8741328318346333,-0.25234041288360776,-0.28115756670330827,-0.24672098461442873,-0.22248665926234773,-0.2589964409543462,-0.19139362015857475,-0.3421320795502744,-0.44471765603733265,-0.354925989370666,-0.10416666666666669,0.08261027181437552,0.024160369600378262,0.006974497946249603,0.0227058529027645,0.006337022306635104,-0.00885706776238826,0.007712184337987038,0.01100530648510531,-0.019067168720417083,-0.010806141538979519,0.01523552512768711,0.28115756670330827,0.014803259076865723,0.013349199555740864,0.2589964409543462,one_batch_probe,717,514,40.0,24.0,16.0,validation_set,100
56,56,"14,56,112,224",paired,556,0.3475,wide_window,rectified_fmpe,556,500,categorical,rectified_fmpe,long_late,long late,1.101180315292205,15.0,40.0,0.8927895645381099,1.0345331903837691,0.9003236874505008,0.7328755211481212,0.9034258591700483,1.0,1.0,0.25772614770788327,0.29864400797683577,0.2599010616536716,0.2115629397086775,0.2607965814923482,0.19849899697483872,0,-0.3475,-1.101180315292205,-0.8927895645381099,-0.25772614770788327,-0.29864400797683577,-0.2599010616536716,-0.2115629397086775,-0.2607965814923482,-0.19849899697483872,-0.34460114770788325,-0.45471917923710375,-0.3678441792371038,-0.09249999999999997,0.007285721392752631,0.005503636896901698,0.0015887631219740905,0.005219411629237003,-0.006843054732607767,0.0020666517912819593,0.005912043799985056,0.00389992966884134,-0.021536236878025916,-0.02080766473875062,0.0023173352612493314,0.29864400797683577,0.015594063699220295,0.012693776382520651,0.2607965814923482,one_batch_probe,717,556,40.0,24.0,16.0,validation_set,100
112,112,"14,56,112,224",paired,612,0.33416666666666667,wide_window,rectified_fmpe,612,500,categorical,rectified_fmpe,long_late,long late,1.0825872134970682,15.0,40.0,0.876190080923168,0.909217210609229,0.8452461204551855,0.8294968110061662,0.9208001816220913,1.0,1.0,0.2529342895411355,0.26246840064853955,0.2440015375881441,0.23945510356317312,0.2658121163646854,0.1870604810845676,0,-0.33416666666666667,-1.0825872134970682,-0.876190080923168,-0.2529342895411355,-0.26246840064853955,-0.2440015375881441,-0.23945510356317312,-0.2658121163646854,-0.1870604810845676,-0.3364759562078022,-0.444734677557509,-0.3611930108908423,-0.07916666666666666,0.025878823187889477,0.0221031205118436,0.006380621288721855,0.041395018957533225,0.009056469332919731,-0.02582551206321365,0.0008965089276478655,0.015338445559112457,-0.013411045377944852,-0.010823163059155871,0.00896850360751078,0.26246840064853955,0.014640092255288647,0.014367306213790386,0.2658121163646854,one_batch_probe,717,612,40.0,24.0,16.0,validation_set,100
224,224,"14,56,112,224",paired,724,0.2991666666666667,wide_window,rectified_fmpe,724,500,categorical,rectified_fmpe,long_late,long late,1.0767517387001715,15.0,40.0,0.8537356822794282,0.9311254313009966,0.8741535190395896,0.7281996887379913,0.8814640900391357,1.0,1.0,0.2464522629904084,0.2687927592054684,0.25234638476528287,0.21021314315834053,0.2544567648325418,0.18532816725931778,0,-0.2991666666666667,-1.0767517387001715,-0.8537356822794282,-0.2464522629904084,-0.2687927592054684,-0.25234638476528287,-0.21021314315834053,-0.2544567648325418,-0.18532816725931778,-0.32124392965707504,-0.4289191035270922,-0.3541274368604256,-0.04416666666666669,0.0317142979847862,0.04455751915558337,0.01286264783944896,0.03507066040060436,0.0007116221557809665,0.003416448341618944,0.01225186045979143,0.017070759384362283,0.0018209811727822878,0.004992410971260908,0.016034077637927524,0.2687927592054684,0.015140783085916971,0.012612788589500431,0.2544567648325418,one_batch_probe,717,724,40.0,24.0,16.0,validation_set,100
14,14,"14,56,112,224",paired,514,0.34166666666666673,wide_window,rectified_fmpe,514,500,categorical,rectified_fmpe,short_early,short early,0.9268079940541402,15.0,40.0,0.8894645518184361,0.8854297454327615,0.9232097014416183,0.7941559253526129,0.9550628350467516,0.0,0.0,0.25676629921350197,0.2556015509370534,0.26650768482289616,0.2292530686404337,0.2757028924536246,0.18827449222126758,1,-0.34166666666666673,-0.9268079940541402,-0.8894645518184361,-0.25676629921350197,-0.2556015509370534,-0.26650768482289616,-0.2292530686404337,-0.2757028924536246,-0.18827449222126758,-0.34218296588016867,-0.4348637652855827,-0.349447098618916,-0.04916666666666669,-0.01535927394602643,-0.03036435270679272,-0.00876543360451773,0.0001695547898246108,-0.002953458932540287,-0.02912481319565044,-0.0031530170797048895,-0.0011271326178708962,-0.021057100271184404,-0.02259302766578708,-0.01030136099912038,0.2556015509370534,0.01599046108937377,0.013755184118426023,0.2757028924536246,one_batch_probe,10717,514,2.0,2.0,0.0,validation_set,100
