feature_set_name,number_of_features,selected_feature_names,n_synthetic,n_real,feature_set_description,comparison_type,best_domain_classifier,domain_classifier_auc,domain_classifier_accuracy,domain_classifier_balanced_accuracy,tn,fp,fn,tp,n_test,max_abs_standardized_mean_difference,mean_abs_standardized_mean_difference,max_wasserstein_distance,mean_absolute_correlation_difference,max_absolute_correlation_difference,training_simulations,final_train_loss,min_train_loss,overall_synthetic_recovery_pearson_r,overall_real_recovery_pearson_r,overall_recovery_gap
set_a_easy_non_lab,4,"bmi, sbp, smoke, drink",3109,3109,"Easy non-lab indicators: BMI, systolic blood pressure, smoking, and drinking.",unconditional,random_forest,0.7213407407407408,0.6616666666666666,0.6616666666666666,665,235,374,526,1800,0.0582628125048806,0.02728158843611433,4.5922817591367275,0.04297267362044083,0.08105225097135016,4096,0.3011186122894287,0.2211771756410598,0.7404079274300716,0.4587433795328077,0.28166454789726386
set_b_non_lab_diagnosis,9,"bmi, sbp, smoke, drink, hypertension, diabetes, cvd, arthritis, koa",3109,3109,"Current non-lab diagnosis-expanded set: BMI, systolic blood pressure, smoking, drinking, hypertension, diabetes, CVD, arthritis, and KOA.",unconditional,random_forest,0.718016049382716,0.6583333333333333,0.6583333333333333,665,235,380,520,1800,0.08179753310620656,0.03247686411157958,4.68447342728756,0.04686722140082199,0.1142035192698695,4096,0.2445337325334549,0.2153434753417968,0.7736593059149434,0.4744070554301486,0.29925225048479476
set_c_extended_non_lab_diagnosis,11,"bmi, sbp, smoke, drink, hypertension, dyslipidemia, diabetes, cancer, cvd, arthritis, koa",3109,3109,Extended non-lab diagnosis set: Set B plus dyslipidemia and cancer.,unconditional,random_forest,0.7311135802469135,0.6788888888888889,0.6788888888888889,699,201,377,523,1800,0.07223743565916074,0.03163448217325826,4.446337663387328,0.04883975086603507,0.2384381031204686,4096,0.2718243896961212,0.2141769230365753,0.7609224685768855,0.4817071674488933,0.2792153011279922
set_d_lab_enriched,18,"bmi, sbp, platelets, crp, hba1c, creatinine, bun, tc, tg, smoke, drink, hypertension, dyslipidemia, diabetes, cancer, cvd, arthritis, koa",3109,3109,"Lab-enriched set: extended non-lab diagnoses plus platelet count, CRP, HbA1c, creatinine, BUN, total cholesterol, and triglycerides.",unconditional,random_forest,0.9430580246913581,0.8688888888888889,0.8688888888888888,777,123,113,787,1800,0.08179753310620656,0.027213561461994867,4.354076038261211,0.05868421201511897,0.3370836653198825,4096,0.1038329899311065,0.0829700827598571,0.847462651021544,0.6131574337449962,0.23430521727654774
